AGNO;RBD;DGV_RBD;NOM_RBD;LET_RBD;NUM_RBD;COD_REG_RBD;COD_COM_RBD;NOM_COM_RBD;COD_DEPE;RURAL_RBD;COD_ENSE;APR_HOM_01;APR_HOM_02;APR_HOM_03;APR_HOM_04;APR_HOM_05;APR_HOM_06;APR_HOM_07;APR_HOM_08;APR_HOM_TO;APR_MUJ_01;APR_MUJ_02;APR_MUJ_03;APR_MUJ_04;APR_MUJ_05;APR_MUJ_06;APR_MUJ_07;APR_MUJ_08;APR_MUJ_TO;REP_HOM_01;REP_HOM_02;REP_HOM_03;REP_HOM_04;REP_HOM_05;REP_HOM_06;REP_HOM_07;REP_HOM_08;REP_HOM_TO;REP_MUJ_01;REP_MUJ_02;REP_MUJ_03;REP_MUJ_04;REP_MUJ_05;REP_MUJ_06;REP_MUJ_07;REP_MUJ_08;REP_MUJ_TO;RET_HOM_01;RET_HOM_02;RET_HOM_03;RET_HOM_04;RET_HOM_05;RET_HOM_06;RET_HOM_07;RET_HOM_08;RET_HOM_TO;RET_MUJ_01;RET_MUJ_02;RET_MUJ_03;RET_MUJ_04;RET_MUJ_05;RET_MUJ_06;RET_MUJ_07;RET_MUJ_08;RET_MUJ_TO;TRA_HOM_01;TRA_HOM_02;TRA_HOM_03;TRA_HOM_04;TRA_HOM_05;TRA_HOM_06;TRA_HOM_07;TRA_HOM_08;TRA_HOM_TO;TRA_MUJ_01;TRA_MUJ_02;TRA_MUJ_03;TRA_MUJ_04;TRA_MUJ_05;TRA_MUJ_06;TRA_MUJ_07;TRA_MUJ_08;TRA_MUJ_TO
2009;5;1;JOVINA NARANJO FERNANDEZ;A;5;15;15101;ARICA;2;0;310;39;27;38;36;0;0;0;0;140;33;30;25;48;0;0;0;0;136;11;5;2;0;0;0;0;0;18;4;2;0;2;0;0;0;0;8;6;3;5;2;0;0;0;0;16;4;1;0;2;0;0;0;0;7;6;2;2;1;0;0;0;0;11;4;1;3;0;0;0;0;0;8
2009;5;1;JOVINA NARANJO FERNANDEZ;A;5;15;15101;ARICA;2;0;363;8;0;23;0;0;0;0;0;31;4;0;14;0;0;0;0;0;18;7;0;11;0;0;0;0;0;18;5;0;3;0;0;0;0;0;8;6;0;16;0;0;0;0;0;22;8;0;14;0;0;0;0;0;22;1;0;1;0;0;0;0;0;2;1;0;4;0;0;0;0;0;5
2009;7;8;L. POLI. ANTONIO VARAS DE LA BARRA;B;4;15;15101;ARICA;2;0;410;66;54;22;26;0;0;0;0;168;77;74;91;85;0;0;0;0;327;8;11;2;0;0;0;0;0;21;4;4;2;2;0;0;0;0;12;5;2;2;0;0;0;0;0;9;2;0;1;3;0;0;0;0;6;3;2;0;0;0;0;0;0;5;5;4;0;0;0;0;0;0;9
2009;7;8;L. POLI. ANTONIO VARAS DE LA BARRA;B;4;15;15101;ARICA;2;0;510;36;50;74;72;0;0;0;0;232;31;57;7;7;0;0;0;0;102;5;1;4;1;0;0;0;0;11;1;1;0;0;0;0;0;0;2;3;1;5;1;0;0;0;0;10;2;3;0;0;0;0;0;0;5;2;1;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;3
2009;7;8;L. POLI. ANTONIO VARAS DE LA BARRA;B;4;15;15101;ARICA;2;0;610;39;54;20;43;0;0;0;0;156;48;36;59;52;0;0;0;0;195;11;4;4;1;0;0;0;0;20;5;1;4;0;0;0;0;0;10;5;3;5;1;0;0;0;0;14;6;1;9;3;0;0;0;0;19;6;2;2;0;0;0;0;0;10;2;0;1;0;0;0;0;0;3
2009;8;6;COL. INTEG. EDUARDO FREI MONTALBA;D;2;15;15101;ARICA;2;0;110;16;28;15;29;32;37;28;36;221;11;17;18;28;25;18;30;36;183;2;2;0;4;4;4;10;2;28;0;1;0;1;1;1;2;2;8;0;1;0;0;1;2;2;1;7;0;0;0;1;0;0;1;0;2;1;3;1;1;0;3;2;1;12;0;0;2;1;4;0;2;0;9
2009;8;6;COL. INTEG. EDUARDO FREI MONTALBA;D;2;15;15101;ARICA;2;0;310;38;46;73;70;0;0;0;0;227;41;52;55;51;0;0;0;0;199;24;9;10;6;0;0;0;0;49;23;13;10;3;0;0;0;0;49;15;9;4;1;0;0;0;0;29;10;2;6;1;0;0;0;0;19;6;2;4;1;0;0;0;0;13;1;1;3;1;0;0;0;0;6
2009;9;4;ESCUELA REPUBLICA DE ISRAEL;D;4;15;15101;ARICA;2;0;110;71;85;102;90;87;106;82;98;721;73;66;67;71;86;73;80;75;591;1;0;1;3;0;1;0;0;6;0;0;0;1;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;2;4;4;6;4;5;2;1;1;27;2;2;1;0;3;4;1;3;16
2009;10;8;ESCUELA REPUBLICA DE FRANCIA;D;6;15;15101;ARICA;2;0;110;0;0;0;0;0;0;0;0;0;50;44;59;41;79;92;71;72;508;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;1;8;13;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;3;0;0;0;0;0;0;0;0;0;5;0;6;5;2;3;4;1;26
2009;10;8;ESCUELA REPUBLICA DE FRANCIA;D;6;15;15101;ARICA;2;0;310;0;0;0;0;0;0;0;0;0;28;21;25;22;0;0;0;0;96;0;0;0;0;0;0;0;0;0;7;2;2;0;0;0;0;0;11;0;1;0;0;0;0;0;0;1;5;1;2;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;6;0;0;2;0;0;0;0;8
2009;11;6;ESC. GRAL. PEDRO LAGOS MARCHANT;D;7;15;15101;ARICA;2;0;110;12;13;12;7;19;16;9;20;108;7;21;14;17;11;18;11;16;115;0;1;0;0;0;0;1;1;3;0;1;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;2;1;0;0;0;0;0;2;0;3;1;0;0;1;0;0;1;0;3;2;0;3;1;0;1;0;0;7
2009;12;4;ESCUELA GRAL JOSE MIGUEL CARRERA;D;10;15;15101;ARICA;2;0;110;15;14;28;27;28;26;32;28;198;17;10;19;23;33;28;22;42;194;1;3;0;0;2;0;0;0;6;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;2;1;0;0;0;0;0;0;0;1;2;2;0;3;1;1;0;1;10;0;0;1;0;1;0;0;0;2
2009;13;2;ESCUELA MANUEL RODRIGUEZ ERDOYZA;D;11;15;15101;ARICA;2;0;110;13;16;16;15;18;14;19;18;129;12;16;17;16;16;20;15;22;134;1;0;2;1;1;1;0;0;6;0;0;0;0;0;0;0;0;0;0;1;1;2;0;1;0;1;6;0;0;0;0;0;1;0;0;1;1;1;3;1;0;1;3;0;10;0;1;0;0;0;1;0;0;2
2009;14;0;ESCUELA ROMULO J. PENA MATURANA;D;12;15;15101;ARICA;2;0;110;12;10;17;10;14;15;15;18;111;17;10;9;12;7;13;7;14;89;2;0;0;0;0;1;0;0;3;0;0;1;0;0;0;0;0;1;1;1;0;1;0;0;0;0;3;0;0;0;0;1;0;0;0;1;2;2;1;1;2;2;1;1;12;1;0;0;2;0;0;1;1;5
2009;15;9;LICEO ARTISTICO DR. JUAN NOE CREVANI;D;13;15;15101;ARICA;2;0;110;14;15;10;15;15;20;22;22;133;9;9;15;18;13;18;16;16;114;0;1;0;1;0;0;2;1;5;0;0;1;0;0;0;1;0;2;0;0;2;1;0;1;0;1;5;4;1;1;0;0;1;0;2;9;3;2;0;2;0;3;1;0;11;1;2;0;0;1;1;0;0;5
2009;15;9;LICEO ARTISTICO DR. JUAN NOE CREVANI;D;13;15;15101;ARICA;2;0;310;22;34;20;27;0;0;0;0;103;14;29;13;10;0;0;0;0;66;2;2;2;0;0;0;0;0;6;0;0;1;0;0;0;0;0;1;5;2;2;1;0;0;0;0;10;5;1;0;0;0;0;0;0;6;1;6;1;0;0;0;0;0;8;1;2;1;0;0;0;0;0;4
2009;16;7;ESCUELA REGIMIENTO RANCAGUA;D;14;15;15101;ARICA;2;0;110;14;12;16;23;22;25;32;35;179;1;5;6;5;5;6;8;12;48;0;0;1;0;0;1;0;0;2;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;4;0;0;7;0;3;0;2;0;0;0;0;5
2009;17;5;ESCUELA SUBTTE. LUIS CRUZ MARTINEZ;D;16;15;15101;ARICA;2;0;110;13;17;7;14;9;11;16;18;105;7;4;7;12;15;11;15;12;83;1;0;0;0;1;1;0;1;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;3;2;1;0;0;0;0;0;0;3;1;1;1;1;1;0;1;0;6;1;0;0;2;1;1;2;4;11
2009;18;3;ESC. COMTE. JUAN JOSE SAN MARTIN;D;17;15;15101;ARICA;2;0;110;22;16;20;18;17;28;32;30;183;27;15;23;17;26;23;28;40;199;0;1;0;1;0;0;0;1;3;1;0;1;2;0;0;0;0;4;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;3;1;0;1;1;1;3;0;10;1;1;0;1;0;1;2;0;6
2009;19;1;ESC. HUMBERTO VALENZUELA GARCIA;D;18;15;15101;ARICA;2;0;110;17;17;34;19;20;20;28;29;184;22;15;22;14;20;14;18;30;155;0;1;0;2;0;1;0;0;4;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;1;3;0;0;0;0;0;0;1;0;1;2;0;0;2;0;0;0;2;6;0;1;0;1;0;1;1;1;5
2009;20;5;ESCUELA TUCAPEL;D;21;15;15101;ARICA;2;0;110;31;27;33;24;34;26;24;32;231;20;25;34;18;36;16;22;31;202;1;0;0;0;0;0;1;1;3;2;2;0;0;0;1;2;0;7;1;2;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;2;2;2;0;0;1;4;1;12;4;1;1;1;0;1;0;1;9
2009;21;3;ESCUELA LINCOYAN;D;23;15;15101;ARICA;2;0;110;8;9;8;9;14;12;8;10;78;9;4;4;7;3;6;10;7;50;1;0;2;2;1;0;2;2;10;0;0;0;0;0;0;2;1;3;0;0;0;1;0;0;1;0;2;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;4;0;5;0;0;0;0;0;1;0;0;1
2009;22;1;ESCUELA GABRIELA MISTRAL;D;24;15;15101;ARICA;2;0;110;54;47;45;66;44;51;64;58;429;37;46;46;37;38;50;72;65;391;0;4;6;1;1;2;0;0;14;0;0;0;1;0;0;1;0;2;3;1;1;0;0;1;0;1;7;3;0;1;1;3;0;0;2;10;6;2;2;3;4;5;5;0;27;7;0;2;4;6;4;0;2;25
2009;25;6;ESCUELA CENTENARIO;D;91;15;15101;ARICA;2;0;110;22;30;24;25;26;30;36;36;229;26;28;27;36;39;10;31;24;221;3;0;1;0;0;0;0;3;7;4;0;0;0;0;0;0;0;4;0;0;2;0;1;1;0;0;4;1;0;0;0;0;0;0;0;1;2;2;4;6;2;1;3;0;20;1;3;2;1;2;0;0;0;9
2009;26;4;ESCUELA REPUBLICA DE ARGENTINA;E;1;15;15101;ARICA;2;0;110;13;10;12;11;15;20;19;14;114;11;8;11;10;15;11;14;20;100;0;1;1;0;0;1;0;0;3;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;2;0;0;4;0;1;1;0;3;9;2;1;0;0;0;0;0;2;5
2009;27;2;ESCUELA ESMERALDA;E;5;15;15101;ARICA;2;0;110;15;9;16;12;14;20;14;20;120;4;4;10;10;8;15;15;9;75;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;1;1;0;5;1;0;0;1;1;0;0;2;5
2009;28;0;ESCUELA RICARDO SILVA ARRIAGADA;E;15;15;15101;ARICA;2;0;110;15;9;21;21;21;32;32;37;188;13;13;13;20;16;26;25;22;148;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;2;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;2;0;0;0;0;0;0;1;0;1
2009;28;0;ESCUELA RICARDO SILVA ARRIAGADA;E;15;15;15101;ARICA;2;0;160;0;2;11;12;0;0;0;0;25;0;6;10;15;0;0;0;0;31;0;2;2;14;0;0;0;0;18;0;3;3;2;0;0;0;0;8;0;1;2;7;0;0;0;0;10;0;0;0;5;0;0;0;0;5;0;0;0;2;0;0;0;0;2;0;0;3;0;0;0;0;0;3
2009;28;0;ESCUELA RICARDO SILVA ARRIAGADA;E;15;15;15101;ARICA;2;0;363;10;0;58;0;0;0;0;0;68;21;0;82;0;0;0;0;0;103;24;0;32;0;0;0;0;0;56;10;0;15;0;0;0;0;0;25;14;0;40;0;0;0;0;0;54;17;0;37;0;0;0;0;0;54;2;0;3;0;0;0;0;0;5;3;0;3;0;0;0;0;0;6
2009;29;9;ESCUELA AMERICA;E;26;15;15101;ARICA;2;0;110;22;23;29;24;28;34;32;20;212;25;11;25;24;25;29;39;31;209;2;0;1;0;1;1;2;0;7;1;0;0;0;0;3;0;0;4;1;1;0;1;1;1;1;1;7;1;0;0;0;0;0;0;0;1;6;1;1;0;3;1;0;3;15;0;0;0;2;1;1;0;3;7
2009;31;0;ESCUELA DARIO SALAS DIAZ;F;3;15;15101;ARICA;2;1;110;13;16;24;14;12;14;15;12;120;17;20;17;12;17;15;20;19;137;4;0;1;0;0;0;0;0;5;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;2;0;1;1;0;0;0;1;0;3;0;0;0;0;0;0;0;1;1
2009;32;9;LICEO AGRICOLA JOSE ABELARDO NUNEZ M.;F;25;15;15101;ARICA;2;1;110;21;15;15;10;9;12;18;19;119;11;14;13;13;19;14;14;5;103;2;0;0;1;0;3;2;0;8;0;0;2;0;0;0;3;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
2009;32;9;LICEO AGRICOLA JOSE ABELARDO NUNEZ M.;F;25;15;15101;ARICA;2;1;610;0;0;3;2;0;0;0;0;5;0;0;10;7;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2009;32;9;LICEO AGRICOLA JOSE ABELARDO NUNEZ M.;F;25;15;15101;ARICA;2;1;710;15;11;13;8;0;0;0;0;47;14;12;4;5;0;0;0;0;35;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;2;4;2;0;0;0;0;0;0;6;2;0;1;0;0;0;0;0;3;1;0;0;0;0;0;0;0;1
2009;33;7;ESCUELA CARLOS CONDELL DE LA HAZA;G;8;15;15101;ARICA;2;1;110;8;9;8;5;7;10;15;5;67;7;4;7;11;5;6;9;5;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0
2009;35;3;ESCUELA GRAL. MANUEL BAQUEDANO;G;20;15;15101;ARICA;2;1;110;9;7;3;2;9;3;0;0;33;4;8;4;1;4;4;0;0;25;1;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2009;36;1;ESCUELA IGNACIO CARRERA PINTO;G;27;15;15101;ARICA;2;1;110;10;13;17;18;16;14;18;16;122;16;18;11;17;17;6;8;14;107;0;1;2;0;1;0;0;0;4;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;3;0;0;0;1;0;0;2;1;4;5;0;0;0;0;0;0;0;5;2;0;0;0;1;0;0;0;3
2009;38;8;ESCUELA ESPANA;G;28;15;15101;ARICA;2;1;110;17;18;16;20;18;17;22;11;139;15;18;20;14;14;11;12;21;125;0;0;0;0;0;0;0;0;0;2;1;0;1;0;0;0;0;4;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2009;39;6;ESCUELA PAMPA ALGODONAL;G;31;15;15101;ARICA;2;1;110;4;2;3;2;3;2;0;0;16;2;1;2;2;1;3;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2009;41;8;ESCUELA VALLE DE CHACA;G;55;15;15101;ARICA;2;1;110;1;0;1;0;1;0;0;0;3;0;0;1;1;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;2
2009;42;6;ESCUELA MOLINOS LLUTA;G;117;15;15101;ARICA;2;1;110;1;1;0;0;0;0;0;0;2;0;0;0;1;1;0;0;0;2;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2009;45;0;COLEGIO ITALIANO SANTA ANA;.;0;15;15101;ARICA;3;0;110;0;0;0;0;0;0;0;0;0;77;86;84;82;85;75;80;76;645;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;0;6;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;4;1;6;1;0;1;3;16
2009;45;0;COLEGIO ITALIANO SANTA ANA;.;0;15;15101;ARICA;3;0;310;0;0;0;0;0;0;0;0;0;70;56;52;51;0;0;0;0;229;0;0;0;0;0;0;0;0;0;9;2;1;2;0;0;0;0;14;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;2;0;3;0;0;0;0;0;5
2009;50;7;COLEGIO ADVENTISTA DE ARICA;.;0;15;15101;ARICA;3;1;110;18;17;28;22;27;28;18;20;178;19;17;14;28;29;33;23;23;186;1;0;1;0;1;1;1;1;6;4;3;3;0;1;0;2;0;13;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;2;2;0;0;1;2;0;0;0;5;0;0;0;1;0;0;2;0;3
2009;50;7;COLEGIO ADVENTISTA DE ARICA;.;0;15;15101;ARICA;3;1;310;18;17;15;14;0;0;0;0;64;17;16;18;18;0;0;0;0;69;5;2;0;1;0;0;0;0;8;5;6;0;1;0;0;0;0;12;1;1;1;0;0;0;0;0;3;0;0;2;0;0;0;0;0;2;0;3;2;0;0;0;0;0;5;0;2;0;0;0;0;0;0;2
2009;51;5;ESCUELA PARTICULAR REPÚBLICA DEL ECUADOR;.;0;15;15101;ARICA;3;1;110;1;2;1;1;1;0;0;0;6;0;3;0;2;0;0;0;0;5;1;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2009;52;3;LICEO DOMINGO SANTA MARIA;.;0;15;15101;ARICA;3;0;110;109;125;129;136;133;128;133;120;1013;106;126;124;118;124;91;122;128;939;5;0;2;0;1;1;4;0;13;0;1;4;0;0;4;3;0;12;2;0;1;0;0;0;0;1;4;1;1;1;0;0;0;1;2;6;5;4;8;1;0;1;1;3;23;6;2;7;0;3;3;2;5;28
2009;52;3;LICEO DOMINGO SANTA MARIA;.;0;15;15101;ARICA;3;0;310;131;133;137;109;0;0;0;0;510;143;129;105;103;0;0;0;0;480;30;16;15;5;0;0;0;0;66;29;15;7;1;0;0;0;0;52;10;5;3;1;0;0;0;0;19;6;4;2;3;0;0;0;0;15;4;10;6;0;0;0;0;0;20;5;4;2;1;0;0;0;0;12
2009;52;3;LICEO DOMINGO SANTA MARIA;.;0;15;15101;ARICA;3;0;410;62;51;48;28;0;0;0;0;189;47;45;32;28;0;0;0;0;152;21;21;8;4;0;0;0;0;54;28;8;1;1;0;0;0;0;38;9;2;1;0;0;0;0;0;12;8;1;0;3;0;0;0;0;12;5;2;3;0;0;0;0;0;10;2;5;0;1;0;0;0;0;8
2009;52;3;LICEO DOMINGO SANTA MARIA;.;0;15;15101;ARICA;3;0;810;0;0;18;11;0;0;0;0;29;0;0;23;17;0;0;0;0;40;0;0;0;2;0;0;0;0;2;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2009;56;6;COLEGIO SAN MARCOS DE ARICA;.;0;15;15101;ARICA;3;0;110;32;31;33;24;33;40;39;32;264;32;19;31;15;22;37;36;27;219;5;0;1;0;0;2;2;1;11;0;0;0;0;0;0;2;2;4;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;1;0;1;0;0;4;0;0;2;0;0;0;0;3;5
2009;56;6;COLEGIO SAN MARCOS DE ARICA;.;0;15;15101;ARICA;3;0;310;47;54;34;35;0;0;0;0;170;51;40;31;43;0;0;0;0;165;4;1;8;1;0;0;0;0;14;6;6;2;0;0;0;0;0;14;1;0;1;0;0;0;0;0;2;0;1;1;0;0;0;0;0;2;2;2;1;0;0;0;0;0;5;1;0;1;1;0;0;0;0;3
2009;59;0;COLEGIO SAN JORGE;.;0;15;15101;ARICA;4;0;110;18;17;27;28;16;20;29;16;171;19;21;25;18;10;13;20;20;146;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;2;1;0;0;1;0;0;0;0;2;0;1;1;1;0;0;0;2;5;2;0;1;0;0;0;0;1;4
2009;59;0;COLEGIO SAN JORGE;.;0;15;15101;ARICA;4;0;310;15;19;19;13;0;0;0;0;66;13;24;13;21;0;0;0;0;71;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;2
