AGNO;RBD;DGV_RBD;NOM_RBD;COD_REG_RBD;COD_COM_RBD;NOM_COM_RBD;COD_DEPE;RURAL_RBD;COD_ENSE;APR_HOM_01;APR_HOM_02;APR_HOM_03;APR_HOM_04;APR_HOM_05;APR_HOM_06;APR_HOM_07;APR_HOM_08;APR_HOM_TO;APR_MUJ_01;APR_MUJ_02;APR_MUJ_03;APR_MUJ_04;APR_MUJ_05;APR_MUJ_06;APR_MUJ_07;APR_MUJ_08;APR_MUJ_TO;REP_HOM_01;REP_HOM_02;REP_HOM_03;REP_HOM_04;REP_HOM_05;REP_HOM_06;REP_HOM_07;REP_HOM_08;REP_HOM_TO;REP_MUJ_01;REP_MUJ_02;REP_MUJ_03;REP_MUJ_04;REP_MUJ_05;REP_MUJ_06;REP_MUJ_07;REP_MUJ_08;REP_MUJ_TO;RET_HOM_01;RET_HOM_02;RET_HOM_03;RET_HOM_04;RET_HOM_05;RET_HOM_06;RET_HOM_07;RET_HOM_08;RET_HOM_TO;RET_MUJ_01;RET_MUJ_02;RET_MUJ_03;RET_MUJ_04;RET_MUJ_05;RET_MUJ_06;RET_MUJ_07;RET_MUJ_08;RET_MUJ_TO;TRA_HOM_01;TRA_HOM_02;TRA_HOM_03;TRA_HOM_04;TRA_HOM_06;TRA_HOM_05;TRA_HOM_07;TRA_HOM_08;TRA_HOM_TO;TRA_MUJ_01;TRA_MUJ_02;TRA_MUJ_03;TRA_MUJ_04;TRA_MUJ_05;TRA_MUJ_06;TRA_MUJ_07;TRA_MUJ_08;TRA_MUJ_TO
2010;6118;2;COLEGIO SANTA CRUZ;9;9120;VILLARRICA;3;1;310;28;17;23;23;0;0;0;0;91;32;36;34;30;0;0;0;0;132;2;2;0;0;0;0;0;0;4;2;0;1;0;0;0;0;0;3;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;2
2010;6119;0;LICEO PART. LIBERTAD;9;9120;VILLARRICA;3;1;110;5;9;15;12;7;9;12;18;87;15;8;8;10;15;17;18;16;107;1;0;2;0;0;1;3;2;9;0;0;0;0;1;0;1;0;2;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;2;1;6;2;0;2;2;0;0;1;0;7
2010;6119;0;LICEO PART. LIBERTAD;9;9120;VILLARRICA;3;1;310;35;35;0;0;0;0;0;0;70;31;25;0;0;0;0;0;0;56;7;7;0;0;0;0;0;0;14;3;2;0;0;0;0;0;0;5;3;4;0;0;0;0;0;0;7;6;4;0;0;0;0;0;0;10;0;2;0;0;0;0;0;0;2;2;3;0;0;0;0;0;0;5
2010;6119;0;LICEO PART. LIBERTAD;9;9120;VILLARRICA;3;1;410;0;0;26;16;0;0;0;0;42;0;0;31;32;0;0;0;0;63;0;0;3;3;0;0;0;0;6;0;0;0;1;0;0;0;0;1;0;0;4;0;0;0;0;0;4;0;0;1;4;0;0;0;0;5;0;0;1;1;0;0;0;0;2;0;0;1;1;0;0;0;0;2
2010;6120;4;ESCUELA PARTICULAR ALBERTO HURTADO;9;9120;VILLARRICA;3;1;110;55;42;66;64;55;61;63;64;470;54;50;51;63;65;51;72;71;477;0;1;2;0;1;1;0;0;5;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;0;1;2;0;0;8;1;3;0;1;1;0;1;0;7
2010;6121;2;ESCUELA PARTICULAR PUCARA ALTO;9;9120;VILLARRICA;3;1;110;4;5;5;3;5;4;0;0;26;2;7;2;3;2;6;0;0;22;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2010;6122;0;ESCUELA PARTICULAR ADVENTISTA;9;9120;VILLARRICA;3;1;110;6;15;16;15;17;15;18;19;121;9;9;12;16;18;8;15;15;102;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;2;0;1;0;0;0;1;2;0;4
2010;6123;9;ESCUELA PARTICULAR ARTURO PRAT;9;9109;LONCOCHE;3;2;110;1;2;1;2;2;4;0;0;12;4;3;1;1;3;2;0;0;14;0;0;1;1;1;0;0;0;3;1;0;0;0;1;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;3;0;1;0;0;0;0;0;0;1
2010;6124;7;ESCUELA PARTICULAR PEDRO AGUIRRE CERDA;9;9120;VILLARRICA;3;1;110;7;4;5;4;4;5;8;4;41;6;3;3;4;3;6;8;1;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;4;0;1;1;0;0;1;0;0;3
2010;6126;3;ESCUELA PARTICULAR NUEVA ESPERANZA;9;9120;VILLARRICA;3;1;110;4;4;3;3;4;2;13;9;42;2;3;7;8;8;7;3;6;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;2;0;0;0;0;1;0;0;1;2
2010;6127;1;ESCUELA PARTICULAR CUDICO;9;9120;VILLARRICA;3;2;110;0;0;0;1;2;1;0;0;4;1;2;0;2;1;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;6129;8;ESCUELA PARTICULAR HUECHULELFU;9;9120;VILLARRICA;3;2;110;5;3;0;2;3;1;0;0;14;0;2;2;1;2;2;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;2;0;0;6;1;1;3;0;1;2;0;0;8
2010;6132;8;ESCUELA PARTICULAR CHAURA;9;9120;VILLARRICA;3;2;110;2;1;2;0;1;2;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;6135;2;ESCUELA PARTICULAR LUIS CRUZ MARTINEZ;9;9120;VILLARRICA;3;2;110;15;11;16;16;7;9;23;11;108;5;11;8;22;18;13;13;17;107;2;2;3;1;3;3;2;6;22;1;1;2;1;3;2;2;0;12;0;0;0;0;0;0;1;1;2;1;0;0;0;0;0;0;0;1;2;2;0;2;4;1;1;2;14;4;1;1;0;1;0;0;2;9
2010;6137;9;ESCUELA PARTICULAR SAN LUIS;9;9120;VILLARRICA;3;2;110;0;0;1;2;1;0;0;0;4;0;0;0;0;2;0;0;0;2;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0
2010;6138;7;ESCUELA PARTICULAR CALFUTUE;9;9120;VILLARRICA;3;2;110;9;3;8;2;5;8;5;12;52;8;8;4;7;5;1;6;11;50;1;0;0;0;0;0;0;1;2;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
2010;6139;5;ESCUELA PARTICULAR SANTA RITA;9;9120;VILLARRICA;3;2;110;0;4;4;1;3;13;12;9;46;3;1;3;0;5;4;7;4;27;0;0;0;0;1;1;1;1;4;0;0;0;0;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;3;2;0;0;2;9;0;0;0;0;0;1;2;2;5
2010;6140;9;ESCUELA PARTICULAR NUEVA LONCOTRARO;9;9120;VILLARRICA;3;2;110;0;1;1;0;0;0;0;0;2;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;6142;5;ESCUELA PARTICULAR LIUMALLA;9;9120;VILLARRICA;3;2;110;4;2;3;2;3;2;0;0;16;0;0;2;1;0;1;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
2010;6143;3;ESCUELA PARTICULAR RAYENKO;9;9120;VILLARRICA;3;2;110;1;0;1;1;1;1;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;1;1;0;0;6;0;0;1;0;2;0;0;0;3
2010;6144;1;ESCUELA PARTICULAR LOS CIRUELOS;9;9120;VILLARRICA;3;2;110;3;0;0;3;0;4;0;0;10;3;2;4;2;3;3;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;6146;8;ESCUELA PARTICULAR COLONIA CHALLUPEN;9;9120;VILLARRICA;3;2;110;2;1;4;2;2;4;3;3;21;1;1;3;0;2;4;1;3;15;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;1;1;0;1;0;1;0;0;1;4;0;2;1;0;1;2;0;0;6
2010;6147;6;ESCUELA PARTICULAR NELTUME;9;9120;VILLARRICA;3;2;110;1;2;1;4;2;4;0;0;14;1;3;2;3;1;0;0;0;10;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
2010;6149;2;ESCUELA PARTICULAR SANTA FILOMENA;9;9120;VILLARRICA;3;2;110;2;4;1;2;2;2;3;5;21;5;5;1;3;3;1;4;2;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2010;6151;4;ESCUELA PARTICULAR PUENTE BASA;9;9104;CURARREHUE;3;2;110;3;3;2;4;4;6;8;8;38;3;3;3;3;4;1;6;6;29;0;0;0;0;2;0;0;0;2;0;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;4;0;0;0;0;0;0;0;0;0
2010;6153;0;ESCUELA PARTICULAR QUETROCO;9;9120;VILLARRICA;3;2;110;0;1;0;0;2;1;0;0;4;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
2010;6154;9;ESCUELA PARTICULAR CURILELFU;9;9120;VILLARRICA;3;2;110;0;1;0;2;1;1;0;0;5;1;2;1;2;1;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;6155;7;ESCUELA PARTICULAR SAN FRANCISCO;9;9120;VILLARRICA;3;2;110;3;1;2;0;0;0;0;0;6;0;0;0;2;2;1;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;6156;5;ESCUELA PARTICULAR LOS CIERVOS;9;9120;VILLARRICA;3;2;110;0;0;2;1;2;1;0;0;6;1;0;0;0;1;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;3;1;0;0;0;0;0;0;0;1
2010;6157;3;ESCUELA PARTICULAR VIRGEN CANDELARIA;9;9120;VILLARRICA;3;2;110;1;0;1;2;1;0;0;0;5;2;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0
2010;6160;3;ESCUELA PARTICULAR CARMELITA;9;9120;VILLARRICA;3;2;110;1;4;0;3;3;2;0;0;13;1;3;2;3;0;2;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;2
2010;6161;1;COLEGIO ALEMAN;9;9120;VILLARRICA;4;1;110;10;9;10;7;5;10;16;7;74;9;15;8;16;13;12;9;14;96;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;2;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;1;3;0;2;1;0;1;0;0;0;4
2010;6161;1;COLEGIO ALEMAN;9;9120;VILLARRICA;4;1;310;9;6;6;6;0;0;0;0;27;9;6;7;7;0;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0;3;0;2;0;0;0;0;0;0;2
2010;6163;8;LICEO JUAN SCHLEYER;9;9105;FREIRE;2;1;310;61;48;9;7;0;0;0;0;125;65;57;16;13;0;0;0;0;151;7;5;3;0;0;0;0;0;15;4;5;0;0;0;0;0;0;9;8;7;1;0;0;0;0;0;16;5;3;1;2;0;0;0;0;11;6;2;3;0;0;0;0;0;11;6;6;4;0;0;0;0;0;16
2010;6163;8;LICEO JUAN SCHLEYER;9;9105;FREIRE;2;1;363;6;0;5;0;0;0;0;0;11;2;0;11;0;0;0;0;0;13;1;0;4;0;0;0;0;0;5;0;0;2;0;0;0;0;0;2;8;0;8;0;0;0;0;0;16;1;0;3;0;0;0;0;0;4;1;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;2
2010;6163;8;LICEO JUAN SCHLEYER;9;9105;FREIRE;2;1;410;0;0;19;6;0;0;0;0;25;0;0;21;29;0;0;0;0;50;0;0;4;1;0;0;0;0;5;0;0;2;1;0;0;0;0;3;0;0;5;0;0;0;0;0;5;0;0;3;4;0;0;0;0;7;0;0;2;0;0;0;0;0;2;0;0;8;0;0;0;0;0;8
2010;6163;8;LICEO JUAN SCHLEYER;9;9105;FREIRE;2;1;710;0;0;16;14;0;0;0;0;30;0;0;5;2;0;0;0;0;7;0;0;4;3;0;0;0;0;7;0;0;2;0;0;0;0;0;2;0;0;2;0;0;0;0;0;2;0;0;1;0;0;0;0;0;1;0;0;2;2;0;0;0;0;4;0;0;1;0;0;0;0;0;1
2010;6164;6;ESCUELA JUAN SEGUEL;9;9105;FREIRE;2;1;110;21;29;13;16;30;24;28;33;194;12;28;22;25;26;25;28;40;206;3;1;4;0;1;3;1;0;13;0;0;0;1;0;1;0;0;2;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;1;0;1;4;2;4;2;2;1;1;0;16;2;1;2;2;0;2;0;2;11
2010;6165;4;ESCUELA RAIMAPU;9;9105;FREIRE;2;1;110;9;9;10;7;11;6;6;14;72;8;4;4;12;12;11;24;18;93;2;1;2;1;0;0;0;0;6;0;2;0;1;0;0;0;0;3;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;2;1;0;0;2;0;0;0;5;1;0;0;0;1;1;0;0;3
2010;6166;2;ESCUELA LA ESPERANZA;9;9105;FREIRE;2;1;110;6;6;14;11;7;10;5;10;69;6;12;7;3;5;9;10;11;63;0;0;0;1;1;3;0;0;5;1;1;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;2;0;0;2;0;7;1;0;0;2;1;0;1;0;5
2010;6168;9;ESCUELA LENFUEN;9;9105;FREIRE;2;2;110;3;2;0;3;1;2;0;0;11;0;0;1;2;2;1;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;6170;0;ESCUELA ARMANDO QUINTULEN;9;9105;FREIRE;2;2;110;4;2;0;2;0;2;6;8;24;4;1;2;3;1;2;3;4;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;6173;5;ESCUELA RUCAHUE;9;9105;FREIRE;2;2;110;0;3;2;1;3;0;0;0;9;1;2;3;1;3;2;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;3;0;1;0;0;0;0;0;0;1
2010;6175;1;ESCUELA LAS PALMERAS;9;9105;FREIRE;2;2;110;1;1;4;2;2;2;0;0;12;2;2;1;0;0;2;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
2010;6177;8;ESCUELA CACIQUE AILLANIR;9;9105;FREIRE;2;2;110;1;1;1;3;1;3;0;0;10;2;2;0;0;1;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;2;0;1;0;1;0;0;0;0;2
2010;6178;6;ESCUELA BASICA QUETROCO;9;9105;FREIRE;2;2;110;1;4;2;2;1;2;2;4;18;0;4;2;3;2;3;4;4;22;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;6179;4;ESCUELA RURAL EL LLIUCO;9;9105;FREIRE;2;2;110;7;2;2;6;0;4;1;4;26;1;1;3;2;4;3;2;3;19;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;6180;8;ESCUELA DOLLINCO;9;9105;FREIRE;2;2;110;0;1;0;1;1;2;0;0;5;5;3;1;2;1;0;0;0;12;0;1;0;0;0;1;0;0;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
2010;6181;6;ESCUELA COIPUE;9;9105;FREIRE;2;2;110;2;2;1;4;2;3;5;3;22;7;2;4;3;3;5;5;4;33;2;1;0;0;0;0;0;0;3;0;1;3;0;0;0;0;0;4;0;1;0;0;0;0;1;0;2;1;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;1
2010;6183;2;ESCUELA ALLIPEN;9;9105;FREIRE;2;2;110;6;4;3;1;3;5;2;3;27;2;6;10;2;3;2;4;4;33;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;1;0;4;0;1;2;0;0;0;0;0;3
2010;6187;5;ESCUELA PARTICULAR SUBVENCIONADA PADRE PIO DE PIETRELCINA;9;9105;FREIRE;3;1;110;4;3;4;5;7;6;7;6;42;5;2;6;3;3;4;5;6;34;1;1;1;1;0;0;0;0;4;0;1;2;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;0;2;0;0;0;1;0;0;0;0;1
2010;6188;3;ESCUELA PARTICULAR SANTA INES;9;9105;FREIRE;3;1;110;34;31;40;22;33;29;25;23;237;27;34;20;28;28;33;37;37;244;4;1;3;3;8;4;5;0;28;1;0;1;1;3;0;1;0;7;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3;0;8;1;1;0;0;2;3;0;0;7
2010;6189;1;ESCUELA PARTICULAR ARTURO PRAT;9;9105;FREIRE;3;1;110;8;5;8;8;5;9;11;9;63;6;15;8;10;12;13;16;6;86;0;0;0;0;2;0;0;0;2;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;2;2;0;1;0;1;0;0;0;4
2010;6190;5;ESCUELA PARTICULAR GENERAL PRIETO;9;9105;FREIRE;3;1;110;12;14;11;18;11;5;0;0;71;11;16;6;17;3;9;0;0;62;3;1;0;0;0;0;0;0;4;1;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;0;0;0;0;0;2
2010;6192;1;ESCUELA PARTICULAR LAS PATAGUAS;9;9105;FREIRE;3;2;110;2;3;3;1;4;3;0;0;16;2;3;2;1;1;1;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;2
2010;6195;6;ESCUELA PARTICULAR LONG LONG;9;9105;FREIRE;3;2;110;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;6196;4;ESCUELA PARTICULAR TRALGNA;9;9111;NUEVA IMPERIAL;3;2;110;0;1;1;4;0;2;0;0;8;2;1;2;0;0;1;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;6197;2;ESCUELA SANTA ELENA FIN - FIN;9;9105;FREIRE;3;2;110;0;2;5;4;3;0;0;0;14;1;2;2;0;1;1;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;6198;0;ESCUELA PARTICULAR GUINIMO;9;9105;FREIRE;3;2;110;0;5;2;5;4;3;0;0;19;4;1;2;1;3;2;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
2010;6200;6;ESCUELA PARTICULAR EL TESORO;9;9112;PADRE LAS CASAS;3;2;110;8;10;13;6;5;9;7;3;61;4;12;5;10;5;7;6;5;54;1;2;3;2;2;1;2;0;13;1;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0
2010;6203;0;ESCUELA PARTICULAR SAN NICANOR;9;9105;FREIRE;3;2;110;1;0;1;2;0;1;0;0;5;0;0;0;1;0;1;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2010;6204;9;ESCUELA PARTICULAR SAN ISIDRO LABRADOR;9;9105;FREIRE;3;2;110;6;10;9;3;11;5;12;12;68;8;8;7;5;9;8;13;10;68;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0
2010;6205;7;ESCUELA PARTICULAR SAN MANUEL DE LOLEN;9;9105;FREIRE;3;2;110;9;12;9;4;11;13;8;14;80;4;6;6;15;3;10;20;11;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;2;1;0;0;0;1;1;0;1;4
2010;6206;5;ESCUELA PARTICULAR ROSARIO VASQUEZ DE V.;9;9105;FREIRE;3;2;110;2;0;1;2;3;4;0;0;12;1;2;3;2;2;1;0;0;11;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;6207;3;ESCUELA PARTICULAR RUPAYAN DE MALLOHUE;9;9105;FREIRE;3;2;110;5;8;6;11;12;13;16;17;88;3;9;6;6;10;8;9;9;60;0;0;0;0;0;2;2;0;4;1;2;0;0;0;1;0;0;4;0;1;1;0;0;0;0;0;2;0;0;0;0;0;1;0;0;1;0;0;1;0;1;4;0;1;7;0;1;1;1;0;1;1;1;6
2010;6208;1;REDUCCIÓN PAINEMIL;9;9105;FREIRE;3;2;110;4;4;0;2;2;2;0;0;14;1;2;1;0;1;1;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2010;6210;3;LICEO AGRICOLA MANUEL DILLEMS HILL;9;9105;FREIRE;3;2;110;3;5;3;5;5;7;12;12;52;3;3;2;1;5;6;6;10;36;0;0;0;0;1;2;2;4;9;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;3;3;2;10;0;0;1;0;3;2;1;0;7
2010;6210;3;LICEO AGRICOLA MANUEL DILLEMS HILL;9;9105;FREIRE;3;2;710;61;51;61;23;0;0;0;0;196;14;27;26;10;0;0;0;0;77;6;5;2;0;0;0;0;0;13;2;3;2;0;0;0;0;0;7;19;2;10;2;0;0;0;0;33;3;1;1;0;0;0;0;0;5;4;5;3;0;0;0;0;0;12;1;2;0;0;0;0;0;0;3
2010;6211;1;ESCUELA PARTICULAR MAHUIDACHE;9;9105;FREIRE;3;2;110;8;6;10;3;2;10;0;0;39;3;4;4;5;2;6;0;0;24;1;1;1;0;0;0;0;0;3;2;0;0;0;1;0;0;0;3;0;0;1;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;1;0;0;3
