AGNO;RBD;DGV_RBD;NOM_RBD;COD_REG_RBD;COD_COM_RBD;NOM_COM_RBD;COD_DEPE;RURAL_RBD;COD_ENSE;APR_HOM_01;APR_HOM_02;APR_HOM_03;APR_HOM_04;APR_HOM_05;APR_HOM_06;APR_HOM_07;APR_HOM_08;APR_HOM_TO;APR_MUJ_01;APR_MUJ_02;APR_MUJ_03;APR_MUJ_04;APR_MUJ_05;APR_MUJ_06;APR_MUJ_07;APR_MUJ_08;APR_MUJ_TO;REP_HOM_01;REP_HOM_02;REP_HOM_03;REP_HOM_04;REP_HOM_05;REP_HOM_06;REP_HOM_07;REP_HOM_08;REP_HOM_TO;REP_MUJ_01;REP_MUJ_02;REP_MUJ_03;REP_MUJ_04;REP_MUJ_05;REP_MUJ_06;REP_MUJ_07;REP_MUJ_08;REP_MUJ_TO;RET_HOM_01;RET_HOM_02;RET_HOM_03;RET_HOM_04;RET_HOM_05;RET_HOM_06;RET_HOM_07;RET_HOM_08;RET_HOM_TO;RET_MUJ_01;RET_MUJ_02;RET_MUJ_03;RET_MUJ_04;RET_MUJ_05;RET_MUJ_06;RET_MUJ_07;RET_MUJ_08;RET_MUJ_TO;TRA_HOM_01;TRA_HOM_02;TRA_HOM_03;TRA_HOM_04;TRA_HOM_06;TRA_HOM_05;TRA_HOM_07;TRA_HOM_08;TRA_HOM_TO;TRA_MUJ_01;TRA_MUJ_02;TRA_MUJ_03;TRA_MUJ_04;TRA_MUJ_05;TRA_MUJ_06;TRA_MUJ_07;TRA_MUJ_08;TRA_MUJ_TO
2010;1747;7;LICEO JOSE CORTES BROWN;5;5109;VIÑA DEL MAR;3;1;310;41;45;49;40;0;0;0;0;175;76;71;69;74;0;0;0;0;290;4;0;3;0;0;0;0;0;7;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
2010;1748;5;COLEGIO ESPANOL MARIA REINA;5;5109;VIÑA DEL MAR;3;1;110;46;45;47;44;38;37;39;32;328;66;57;64;45;45;46;50;42;415;0;3;0;0;1;0;1;0;5;1;4;0;2;1;0;0;0;8;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;3;3;3;2;0;0;1;0;12;1;1;2;1;4;2;3;0;14
2010;1749;3;COLEGIO EXCMO.  CARDENAL RAUL SILVA HENRIQUEZ;5;5109;VIÑA DEL MAR;3;1;110;21;20;21;15;21;20;17;14;149;7;9;10;16;8;11;8;12;81;0;4;1;0;3;6;2;2;18;0;1;2;1;3;4;1;6;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;1;1;1;6;0;1;0;1;0;0;0;3;5
2010;1749;3;COLEGIO EXCMO.  CARDENAL RAUL SILVA HENRIQUEZ;5;5109;VIÑA DEL MAR;3;1;310;27;21;22;17;0;0;0;0;87;46;51;31;30;0;0;0;0;158;15;0;2;1;0;0;0;0;18;19;3;11;0;0;0;0;0;33;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;1;2;0;0;0;0;4
2010;1750;7;COL. INMACULADA DE LOURDES;5;5109;VIÑA DEL MAR;3;1;110;14;18;18;37;15;19;23;16;160;26;18;23;30;22;17;21;23;180;0;0;1;0;1;3;1;1;7;0;0;0;0;0;2;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;1;0;0;0;2;0;0;1;0;1;0;0;2;4
2010;1750;7;COL. INMACULADA DE LOURDES;5;5109;VIÑA DEL MAR;3;1;310;19;16;19;21;0;0;0;0;75;20;18;20;23;0;0;0;0;81;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;1751;5;ESCUELA PARTICULAR HUGO ERRAZURIZ;5;5109;VIÑA DEL MAR;3;1;110;40;42;57;44;45;36;33;40;337;36;36;31;34;34;46;24;40;281;2;0;0;5;3;3;9;2;24;1;2;1;0;2;5;3;1;15;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1;1;0;0;0;0;0;1;3;2;0;0;0;1;0;0;1;4
2010;1752;3;ESCUELA PARTICULAR SANTA FILOMENA;5;5109;VIÑA DEL MAR;3;1;110;36;0;0;0;0;0;0;0;36;39;36;32;43;34;43;30;21;278;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;2;0;2;0;1;0;0;6
2010;1755;8;COLEGIO ANA MARIA JANER;5;5109;VIÑA DEL MAR;3;1;110;38;28;31;47;38;34;40;34;290;65;45;55;57;60;63;68;69;482;3;4;2;3;0;2;2;3;19;3;0;2;1;1;0;3;1;11;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;2;2;1;0;0;0;0;0;0;3;1;2;2;1;2;0;1;0;9
2010;1755;8;COLEGIO ANA MARIA JANER;5;5109;VIÑA DEL MAR;3;1;310;12;19;20;13;0;0;0;0;64;29;21;19;27;0;0;0;0;96;0;1;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2010;1755;8;COLEGIO ANA MARIA JANER;5;5109;VIÑA DEL MAR;3;1;410;0;0;0;0;0;0;0;0;0;56;48;55;45;0;0;0;0;204;0;0;0;0;0;0;0;0;0;9;0;1;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;1756;6;COLEGIO CLAUDIO MATTE;5;5109;VIÑA DEL MAR;3;1;110;36;40;38;30;31;23;27;22;247;33;34;36;31;27;15;27;22;225;0;1;0;0;0;1;6;5;13;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;2;1;0;0;0;2;2;1;8;0;1;1;0;2;0;0;0;4
2010;1756;6;COLEGIO CLAUDIO MATTE;5;5109;VIÑA DEL MAR;3;1;310;30;31;18;26;0;0;0;0;105;24;25;22;18;0;0;0;0;89;10;4;10;0;0;0;0;0;24;1;4;3;0;0;0;0;0;8;1;0;0;1;0;0;0;0;2;0;0;0;1;0;0;0;0;1;2;0;0;0;0;0;0;0;2;2;0;1;0;0;0;0;0;3
2010;1757;4;COLEGIO ACONCAGUA;5;5106;QUILPUÉ;3;1;110;63;57;60;86;86;69;71;78;570;58;55;84;65;73;71;83;86;575;2;3;4;3;2;8;8;10;40;3;0;2;1;2;3;3;5;19;1;0;0;0;0;0;1;0;2;0;0;1;0;0;0;2;0;3;2;0;3;3;1;0;2;3;14;3;1;3;3;1;7;1;1;20
2010;1757;4;COLEGIO ACONCAGUA;5;5106;QUILPUÉ;3;1;310;90;71;73;76;0;0;0;0;310;98;81;82;89;0;0;0;0;350;23;13;9;3;0;0;0;0;48;10;16;8;0;0;0;0;0;34;3;3;4;3;0;0;0;0;13;5;3;2;1;0;0;0;0;11;8;3;1;1;0;0;0;0;13;4;1;9;2;0;0;0;0;16
2010;1759;0;COLEGIO SAN LUIS DE MIRAFLORES;5;5109;VIÑA DEL MAR;3;1;110;14;8;13;10;5;8;12;19;89;11;11;12;13;12;9;13;6;87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;0;1;0;0;0;0;3;1;1;0;0;1;1;0;0;4
2010;1761;2;COLEGIO FRIENDLY HIGH SCHOOL;5;5109;VIÑA DEL MAR;3;1;110;14;11;14;14;8;12;13;11;97;9;21;12;9;11;10;23;21;116;1;0;0;0;0;0;1;1;3;0;1;0;0;0;0;1;0;2;0;0;0;0;1;0;0;0;1;1;0;0;1;1;0;1;2;6;1;0;0;0;0;1;0;0;2;0;0;1;1;2;0;0;0;4
2010;1761;2;COLEGIO FRIENDLY HIGH SCHOOL;5;5109;VIÑA DEL MAR;3;1;310;9;12;12;10;0;0;0;0;43;20;21;13;20;0;0;0;0;74;6;1;2;1;0;0;0;0;10;1;2;1;0;0;0;0;0;4;2;1;0;0;0;0;0;0;3;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1
2010;1765;5;ESCUELA ILUSION;5;5109;VIÑA DEL MAR;3;1;110;15;26;18;15;16;9;18;10;127;9;14;20;19;8;13;11;17;111;2;0;1;2;0;0;2;1;8;0;0;1;0;0;1;0;1;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;3;0;2;0;0;0;0;1;0;3
2010;1767;1;ESCUELA PARTICULAR CHILDREN'S SCHOOL;5;5109;VIÑA DEL MAR;3;1;110;11;19;15;15;13;16;17;26;132;9;7;15;6;20;15;17;11;100;1;1;6;2;3;1;1;2;17;7;1;0;1;1;2;0;0;12;0;0;1;0;0;1;0;0;2;0;0;0;0;0;0;0;1;1;1;2;3;1;3;2;2;2;16;0;1;0;1;4;0;2;0;8
2010;1769;8;COLEGIO RAYEN CAVEN;5;5103;CONCÓN;3;1;110;14;13;13;16;13;10;9;12;100;13;17;13;15;17;15;14;18;122;1;0;0;1;0;0;0;0;2;0;0;1;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;1
2010;1769;8;COLEGIO RAYEN CAVEN;5;5103;CONCÓN;3;1;310;14;13;10;9;0;0;0;0;46;15;17;16;18;0;0;0;0;66;0;2;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0
2010;1772;8;COLEGIO BLANCA VERGARA;5;5109;VIÑA DEL MAR;3;1;110;20;18;22;16;22;26;22;28;174;21;23;17;26;18;33;17;30;185;1;0;3;0;0;2;1;0;7;0;0;0;2;1;1;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;0;1;0;0;5;1;0;1;0;1;0;1;0;4
2010;1774;4;SEMINARIO SAN RAFAEL;5;5109;VIÑA DEL MAR;4;1;110;21;22;34;21;22;25;32;31;208;18;16;21;23;27;27;25;18;175;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;3;0;0;0;1;0;0;0;0;1
2010;1774;4;SEMINARIO SAN RAFAEL;5;5109;VIÑA DEL MAR;4;1;310;27;32;26;32;0;0;0;0;117;40;32;32;30;0;0;0;0;134;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0
2010;1775;2;COLEGIO ARABE;5;5109;VIÑA DEL MAR;4;1;110;5;4;7;5;7;8;11;7;54;4;5;4;8;9;4;4;5;43;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;1;2;1;8;0;1;1;1;2;1;2;0;8
2010;1775;2;COLEGIO ARABE;5;5109;VIÑA DEL MAR;4;1;310;7;11;6;8;0;0;0;0;32;13;7;9;5;0;0;0;0;34;1;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;3;1;3;1;0;0;0;0;8;1;0;0;1;0;0;0;0;2
2010;1776;0;SAINT PETER'S SCHOOL;5;5109;VIÑA DEL MAR;4;1;110;10;10;10;14;7;9;10;15;85;10;21;11;7;6;14;7;11;87;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;3;0;0;1;1;0;0;0;0;2;1;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;3;0;0;1;1;0;0;0;0;2
2010;1776;0;SAINT PETER'S SCHOOL;5;5109;VIÑA DEL MAR;4;1;310;16;12;11;8;0;0;0;0;47;13;9;12;8;0;0;0;0;42;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;4;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1
2010;1777;9;COLEGIO SAINT DOMINIC;5;5109;VIÑA DEL MAR;4;1;110;27;22;31;30;30;37;31;25;233;23;25;22;36;24;42;37;32;241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;0;0;4;1;1;0;0;0;1;1;0;4;0;3;5;0;2;0;3;2;15;1;1;1;4;5;0;5;1;18
2010;1777;9;COLEGIO SAINT DOMINIC;5;5109;VIÑA DEL MAR;4;1;310;33;43;36;40;0;0;0;0;152;43;46;48;48;0;0;0;0;185;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;2;1;1;1;0;0;0;0;0;3
2010;1778;7;COLEGIO WINTERHILL;5;5109;VIÑA DEL MAR;4;1;110;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;10;7;10;8;13;4;12;72;10;5;8;7;11;4;10;11;66
2010;1778;7;COLEGIO WINTERHILL;5;5109;VIÑA DEL MAR;4;1;310;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;19;15;11;0;0;0;0;59;13;7;6;8;0;0;0;0;34
2010;1780;9;COLEGIO PATMOS;5;5109;VIÑA DEL MAR;4;1;110;12;10;14;9;13;14;8;7;87;2;4;6;8;7;5;6;11;49;0;0;0;0;0;3;2;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;2;0;1;0;0;4
2010;1780;9;COLEGIO PATMOS;5;5109;VIÑA DEL MAR;4;1;310;16;26;26;22;0;0;0;0;90;4;7;14;11;0;0;0;0;36;2;2;5;0;0;0;0;0;9;2;1;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;1;2;0;1;0;0;0;0;0;3;3;0;3;0;0;0;0;0;6;1;1;4;1;0;0;0;0;7
2010;1781;7;ALLIANCE FRANCAISE DE VALPARAISO;5;5109;VIÑA DEL MAR;4;1;110;35;29;29;32;29;26;24;37;241;24;25;28;35;34;28;25;20;219;0;1;1;0;0;1;2;0;5;0;0;0;0;0;0;1;0;1;0;0;0;1;2;0;1;0;4;1;1;1;2;0;1;0;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;1781;7;ALLIANCE FRANCAISE DE VALPARAISO;5;5109;VIÑA DEL MAR;4;1;310;32;27;20;21;0;0;0;0;100;23;18;32;25;0;0;0;0;98;1;1;0;0;0;0;0;0;2;1;0;2;0;0;0;0;0;3;2;1;0;0;0;0;0;0;3;0;1;2;0;0;0;0;0;3;0;1;1;0;0;0;0;0;2;1;0;0;0;0;0;0;0;1
2010;1783;3;COLEGIO BRITANICO ST. MARGARET'S S.A.;5;5103;CONCÓN;4;1;110;0;0;0;0;0;0;0;0;0;56;61;64;66;53;50;79;74;503;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;3
2010;1783;3;COLEGIO BRITANICO ST. MARGARET'S S.A.;5;5103;CONCÓN;4;1;310;0;0;0;0;0;0;0;0;0;62;63;68;62;0;0;0;0;255;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2
2010;1786;8;COLEGIO INGLES SAN PATRICIO;5;5109;VIÑA DEL MAR;3;1;110;37;32;24;24;18;27;39;35;236;25;31;30;18;25;28;21;35;213;0;0;1;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;1;5;0;0;0;0;0;0;0;1;1;2;2;1;1;4;2;0;2;14;0;2;1;0;0;0;0;0;3
2010;1786;8;COLEGIO INGLES SAN PATRICIO;5;5109;VIÑA DEL MAR;3;1;310;27;27;35;34;0;0;0;0;123;37;30;28;38;0;0;0;0;133;3;0;4;0;0;0;0;0;7;0;2;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;3;1;3;0;0;0;0;0;7;4;0;1;0;0;0;0;0;5
2010;1787;6;HEBREO DR. JAIM WEITZMAN;5;5109;VIÑA DEL MAR;4;1;110;10;5;9;9;6;13;10;11;73;7;14;13;7;10;8;7;8;74;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;1787;6;HEBREO DR. JAIM WEITZMAN;5;5109;VIÑA DEL MAR;4;1;310;7;6;6;7;0;0;0;0;26;8;6;10;7;0;0;0;0;31;0;0;3;1;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1
2010;1788;4;THE MACKAY SCHOOL;5;5109;VIÑA DEL MAR;4;1;110;69;75;59;81;80;72;73;87;596;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;1;0;4;2;0;8;0;0;0;0;0;0;0;0;0;2;2;0;0;0;2;0;2;8;0;0;0;0;0;0;0;0;0
2010;1788;4;THE MACKAY SCHOOL;5;5109;VIÑA DEL MAR;4;1;310;69;68;74;65;0;0;0;0;276;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;2;3;0;1;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;1789;2;COLEGIO PROFESOR HUGUET;5;5109;VIÑA DEL MAR;4;1;110;1;4;5;3;7;1;5;7;33;1;1;2;1;8;2;8;7;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;1789;2;COLEGIO PROFESOR HUGUET;5;5109;VIÑA DEL MAR;4;1;310;13;11;8;12;0;0;0;0;44;11;7;15;6;0;0;0;0;39;2;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2010;1791;4;SAINT PAUL'S SCHOOL;5;5109;VIÑA DEL MAR;4;1;110;25;17;21;22;17;22;19;23;166;17;20;27;32;26;19;35;21;197;2;0;0;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0
2010;1791;4;SAINT PAUL'S SCHOOL;5;5109;VIÑA DEL MAR;4;1;310;27;27;24;18;0;0;0;0;96;29;28;33;37;0;0;0;0;127;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
2010;1792;2;COL.SS.CC.MONJAS FRANCESAS;5;5109;VIÑA DEL MAR;4;1;110;15;20;12;16;14;8;9;10;104;18;25;18;27;9;10;12;17;136;1;0;0;0;0;2;0;1;4;0;0;0;0;1;1;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;2;0;1;0;0;1;0;0;0;2;0;0;0;0;1;0;0;0;1
2010;1792;2;COL.SS.CC.MONJAS FRANCESAS;5;5109;VIÑA DEL MAR;4;1;310;11;8;16;13;0;0;0;0;48;21;20;30;17;0;0;0;0;88;2;0;2;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;2
2010;1793;0;COLEGIO DEL SAGRADO CORAZON-REÑACA;5;5109;VIÑA DEL MAR;4;1;110;5;6;0;0;0;0;0;0;11;10;14;14;19;25;15;15;15;127;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;2;2;0;0;0;0;0;0;0;2;0;1;1;0;0;0;0;0;2;1;0;0;0;0;0;0;0;1;1;0;2;0;1;0;3;1;8
2010;1793;0;COLEGIO DEL SAGRADO CORAZON-REÑACA;5;5109;VIÑA DEL MAR;4;1;310;0;0;0;0;0;0;0;0;0;21;31;22;27;0;0;0;0;101;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
2010;1795;7;COLEGIO SAN IGNACIO;5;5109;VIÑA DEL MAR;3;1;110;21;18;28;25;29;21;23;24;189;31;34;25;28;21;27;21;23;210;0;0;1;2;0;2;8;7;20;0;0;0;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;1;0;0;4;1;0;0;1;0;0;1;1;4
2010;1795;7;COLEGIO SAN IGNACIO;5;5109;VIÑA DEL MAR;3;1;310;18;25;19;18;0;0;0;0;80;29;20;27;23;0;0;0;0;99;5;6;5;0;0;0;0;0;16;7;0;2;0;0;0;0;0;9;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
2010;1796;5;COLEGIO COMPAÑIA DE MARIA;5;5109;VIÑA DEL MAR;4;1;110;14;12;14;8;10;13;15;9;95;7;13;7;14;18;10;9;24;102;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
2010;1796;5;COLEGIO COMPAÑIA DE MARIA;5;5109;VIÑA DEL MAR;4;1;310;9;14;13;9;0;0;0;0;45;22;14;12;7;0;0;0;0;55;4;0;1;0;0;0;0;0;5;0;0;3;0;0;0;0;0;3;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;0;0;2;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1
2010;1801;5;COLEGIO MARIA AUXILIADORA;5;5109;VIÑA DEL MAR;4;1;110;9;8;5;13;5;7;12;12;71;8;5;13;9;10;11;6;17;79;0;0;1;0;0;0;1;0;2;0;0;0;0;0;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;0;0;0;0;1;1;1;0;3
2010;1801;5;COLEGIO MARIA AUXILIADORA;5;5109;VIÑA DEL MAR;4;1;310;15;13;23;11;0;0;0;0;62;27;22;24;28;0;0;0;0;101;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;2;6;3;4;2;0;0;0;0;15
2010;1803;1;ESC. STA. TERESITA DE JESUS;5;5109;VIÑA DEL MAR;4;1;110;2;2;3;5;1;0;0;0;13;1;3;1;1;1;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
2010;1807;4;ESCUELA JEFFERSON SCHOOL;5;5106;QUILPUÉ;3;1;110;13;13;14;17;10;11;8;9;95;15;14;17;8;13;12;11;9;99;0;0;0;0;3;3;2;0;8;0;0;0;0;1;1;0;0;2;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;3;1;1;0;1;1;1;1;9;1;2;0;0;0;0;0;0;3
2010;1810;4;COL. MARIA RAQUEL CERECEDA;5;5109;VIÑA DEL MAR;4;1;110;0;3;2;3;4;2;5;10;29;0;1;1;1;2;1;4;3;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;2
2010;1810;4;COL. MARIA RAQUEL CERECEDA;5;5109;VIÑA DEL MAR;4;1;310;6;11;7;4;0;0;0;0;28;6;4;8;6;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;1819;8;COLLEGE CHRETIEN FRANCAIS LE BEAU JOUR;5;5109;VIÑA DEL MAR;3;1;110;14;15;17;17;10;8;22;10;113;11;14;10;10;11;12;14;16;98;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;2;0;2;0;2;1;1;0;8;0;0;0;1;2;1;0;0;4
2010;1839;2;COLEGIO ALEMAN DE VALPARAISO;5;5109;VIÑA DEL MAR;4;1;110;38;50;34;42;44;44;51;27;330;68;46;47;35;36;36;33;34;335;0;0;0;0;0;0;1;1;2;0;0;0;0;0;1;0;0;1;1;2;3;2;0;1;0;1;10;1;2;1;1;0;0;0;0;5;2;3;1;1;1;1;0;1;10;3;2;2;0;1;0;0;1;9
2010;1839;2;COLEGIO ALEMAN DE VALPARAISO;5;5109;VIÑA DEL MAR;4;1;310;32;28;33;30;0;0;0;0;123;26;51;33;38;0;0;0;0;148;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;2;2;0;0;0;0;0;0;4
2010;1840;6;LICEO MAX PLANCK;5;5109;VIÑA DEL MAR;4;1;360;0;0;0;2;0;0;0;0;2;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;1840;6;LICEO MAX PLANCK;5;5109;VIÑA DEL MAR;4;1;363;6;0;4;0;0;0;0;0;10;2;0;8;0;0;0;0;0;10;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;1;0;2;0;0;0;0;0;3;0;0;1;0;0;0;0;0;1;2;0;2;0;0;0;0;0;4
