RBD;DGV_RBD;NOM_RBD;LET_RBD;NUM_RBD;COD_REG_RBD;COD_COM_RBD;NOM_COM_RBD;COD_DEPE;RURAL_RBD;COD_ENSE;APR_HOM_01;APR_HOM_02;APR_HOM_03;APR_HOM_04;APR_HOM_05;APR_HOM_06;APR_HOM_07;APR_HOM_08;APR_HOM_TO;APR_MUJ_01;APR_MUJ_02;APR_MUJ_03;APR_MUJ_04;APR_MUJ_05;APR_MUJ_06;APR_MUJ_07;APR_MUJ_08;APR_MUJ_TO;REP_HOM_01;REP_HOM_02;REP_HOM_03;REP_HOM_04;REP_HOM_05;REP_HOM_06;REP_HOM_07;REP_HOM_08;REP_HOM_TO;REP_MUJ_01;REP_MUJ_02;REP_MUJ_03;REP_MUJ_04;REP_MUJ_05;REP_MUJ_06;REP_MUJ_07;REP_MUJ_08;REP_MUJ_TO;RET_HOM_01;RET_HOM_02;RET_HOM_03;RET_HOM_04;RET_HOM_05;RET_HOM_06;RET_HOM_07;RET_HOM_08;RET_HOM_TO;RET_MUJ_01;RET_MUJ_02;RET_MUJ_03;RET_MUJ_04;RET_MUJ_05;RET_MUJ_06;RET_MUJ_07;RET_MUJ_08;RET_MUJ_TO;TRA_HOM_01;TRA_HOM_02;TRA_HOM_03;TRA_HOM_04;TRA_HOM_05;TRA_HOM_06;TRA_HOM_07;TRA_HOM_08;TRA_HOM_TO;TRA_MUJ_01;TRA_MUJ_02;TRA_MUJ_03;TRA_MUJ_04;TRA_MUJ_05;TRA_MUJ_06;TRA_MUJ_07;TRA_MUJ_08;TRA_MUJ_TO;AGNO
14213;1;ESCUELA PRE BASICA VALLE DE NARAU; ;0;5;5107;QUINTERO;2;0;110;0;0;6;0;0;0;0;0;6;0;0;14;0;0;0;0;0;14;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2006
14215;8;LICEO AGRICOLA CHRISTA MOCK; ;0;5;5506;NOGALES;3;1;710;0;0;0;0;0;0;0;0;0;46;68;38;40;0;0;0;0;192;0;0;0;0;0;0;0;0;0;4;3;1;1;0;0;0;0;9;0;0;0;0;0;0;0;0;0;11;3;5;1;0;0;0;0;20;0;0;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;8;2006
14216;6;LICEO AGRICOLA DE LONGOTOMA; ;0;5;5401;LA LIGUA;3;1;710;41;37;35;40;0;0;0;0;153;0;0;0;0;0;0;0;0;0;15;12;2;0;0;0;0;0;29;0;0;0;0;0;0;0;0;0;9;2;3;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;2006
14217;4;SUN VALLEY COLLEGE; ;0;5;5302;CALLE LARGA;4;1;110;9;12;7;12;7;7;13;4;71;9;6;16;11;8;9;6;7;72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;1;0;5;1;0;0;0;0;1;0;2;4;2006
14217;4;SUN VALLEY COLLEGE; ;0;5;5302;CALLE LARGA;4;1;310;8;10;13;2;0;0;0;0;33;8;7;10;15;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;2;1;0;0;2;0;0;0;0;3;2006
14224;7;ESC  PART  KORC SCHOOL; ;460;5;5103;CONCON;4;0;110;4;6;6;3;3;2;6;3;33;1;2;4;5;5;7;2;2;28;0;0;0;0;1;1;3;0;5;0;0;0;0;1;1;0;0;2;0;0;0;1;1;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
14225;5;INST  DE CAPAC TECNICO PROFESIONAL ITPS; ;0;5;5109;VINA DEL MAR;3;0;160;0;0;0;6;0;0;0;0;6;0;0;0;1;0;0;0;0;1;0;0;0;2;0;0;0;0;2;0;0;0;4;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
14225;5;INST  DE CAPAC TECNICO PROFESIONAL ITPS; ;0;5;5109;VINA DEL MAR;3;0;360;5;10;0;0;0;0;0;0;15;2;9;0;0;0;0;0;0;11;10;5;0;0;0;0;0;0;15;3;1;0;0;0;0;0;0;4;7;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2006
14225;5;INST  DE CAPAC TECNICO PROFESIONAL ITPS; ;0;5;5109;VINA DEL MAR;3;0;361;5;0;18;0;0;0;0;0;23;5;0;24;0;0;0;0;0;29;8;0;23;0;0;0;0;0;31;1;0;14;0;0;0;0;0;15;0;0;4;0;0;0;0;0;4;0;0;2;0;0;0;0;0;2;1;0;1;0;0;0;0;0;2;0;0;2;0;0;0;0;0;2;2006
14232;8;COLEGIO CECAL; ;0;5;5101;VALPARAISO;3;0;110;10;4;8;4;2;11;12;13;64;11;11;7;10;6;8;9;4;66;0;1;0;0;2;1;2;2;8;0;1;0;0;0;2;1;0;4;1;0;0;0;0;0;2;3;6;1;0;0;0;0;0;0;3;4;0;1;1;0;0;1;1;1;5;2;1;1;1;1;0;2;0;8;2006
14232;8;COLEGIO CECAL; ;0;5;5101;VALPARAISO;3;0;160;0;0;10;0;0;0;0;0;10;0;0;10;0;0;0;0;0;10;0;0;3;0;0;0;0;0;3;0;0;1;0;0;0;0;0;1;0;0;3;0;0;0;0;0;3;0;0;5;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
14232;8;COLEGIO CECAL; ;0;5;5101;VALPARAISO;3;0;361;71;0;98;0;0;0;0;0;169;173;0;249;0;0;0;0;0;422;113;0;128;0;0;0;0;0;241;182;0;161;0;0;0;0;0;343;25;0;26;0;0;0;0;0;51;35;0;27;0;0;0;0;0;62;4;0;1;0;0;0;0;0;5;4;0;1;0;0;0;0;0;5;2006
14232;8;COLEGIO CECAL; ;0;5;5101;VALPARAISO;3;0;510;17;19;16;13;0;0;0;0;65;9;11;4;6;0;0;0;0;30;4;5;5;0;0;0;0;0;14;4;2;0;0;0;0;0;0;6;4;6;0;1;0;0;0;0;11;6;0;1;0;0;0;0;0;7;2;3;1;0;0;0;0;0;6;0;1;0;0;0;0;0;0;1;2006
14233;6;COLEGIO  LITTLE HOME; ;462;5;5106;QUILPUE;3;0;110;21;20;21;16;18;26;13;8;143;13;21;15;19;16;10;15;10;119;4;0;0;0;3;5;4;0;16;0;0;1;0;3;1;4;1;10;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;1;0;0;0;0;3;1;0;1;1;1;1;0;2;7;2006
14234;4;ESC  LORENZO LUZURIAGA; ;463;5;5101;VALPARAISO;3;0;110;3;10;8;15;7;9;8;7;67;7;6;9;11;7;7;6;5;58;0;2;0;0;0;0;1;1;4;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;2;0;1;1;0;1;0;1;6;2006
14237;9;COL  NTRA  SRA  DE LAS MERCEDES; ;466;5;5106;QUILPUE;3;0;110;17;17;20;24;15;15;16;11;135;13;12;13;15;18;14;21;23;129;1;1;1;2;4;4;2;4;19;1;3;0;0;2;3;6;1;16;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;3;1;1;1;0;0;0;0;0;3;2006
14237;9;COL  NTRA  SRA  DE LAS MERCEDES; ;466;5;5106;QUILPUE;3;0;310;9;10;11;0;0;0;0;0;30;20;10;9;0;0;0;0;0;39;5;1;0;0;0;0;0;0;6;3;2;3;0;0;0;0;0;8;2;1;0;0;0;0;0;0;3;2;0;2;0;0;0;0;0;4;1;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;2;2006
14240;9;COLEGIO PRINCE ALBERT; ;467;5;5109;VINA DEL MAR;3;0;110;5;10;5;4;7;3;0;0;34;3;4;3;0;2;3;0;0;15;1;0;0;0;1;0;0;0;2;0;0;1;0;2;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;2;0;0;5;0;0;0;0;0;0;0;0;0;2006
14247;6;COLLEGE SAINT ANDRE; ;468;5;5101;VALPARAISO;4;0;110;4;4;5;3;4;4;3;6;33;4;0;3;3;2;5;2;3;22;0;0;0;0;0;1;1;0;2;0;0;1;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0;1;3;0;0;0;0;0;0;0;0;0;2006
14249;2;COLEGIO ALBAMAR; ;473;5;5109;VINA DEL MAR;4;0;110;0;0;0;0;0;0;0;0;0;20;23;19;21;24;17;22;28;174;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
14249;2;COLEGIO ALBAMAR; ;473;5;5109;VINA DEL MAR;4;0;310;0;0;0;0;0;0;0;0;0;28;27;28;20;0;0;0;0;103;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
14250;6;INSTITUTO CULTURAL Y DE EDUC  PERMANENTE; ;0;5;5109;VINA DEL MAR;4;0;160;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
14250;6;INSTITUTO CULTURAL Y DE EDUC  PERMANENTE; ;0;5;5109;VINA DEL MAR;4;0;360;3;4;10;7;0;0;0;0;24;0;2;6;6;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
14260;3;COLEGIO LORD COCHRANE ANEXO; ;340;5;5109;VINA DEL MAR;4;0;110;10;10;10;10;17;10;10;11;88;10;9;5;15;4;8;9;10;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;2;0;3;0;1;0;0;1;0;1;0;3;2006
14260;3;COLEGIO LORD COCHRANE ANEXO; ;340;5;5109;VINA DEL MAR;4;0;310;18;11;10;9;0;0;0;0;48;5;7;12;8;0;0;0;0;32;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;3;0;0;0;0;3;0;2;0;0;0;0;0;0;2;2006
14265;4;SAINT BENEDICT COLLEGE; ;430;5;5109;VINA DEL MAR;3;0;110;19;16;21;14;15;15;20;13;133;4;8;6;8;8;9;14;13;70;0;0;1;0;1;1;0;2;5;1;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;2;0;1;1;0;0;0;0;0;2;2006
14265;4;SAINT BENEDICT COLLEGE; ;430;5;5109;VINA DEL MAR;3;0;310;12;16;12;10;0;0;0;0;50;17;10;8;10;0;0;0;0;45;0;1;0;1;0;0;0;0;2;3;1;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;2;1;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2006
14266;2;COLEGIO NAZCA BELEN; ;481;5;5106;QUILPUE;3;0;110;11;15;14;20;16;9;14;11;110;13;19;12;12;17;12;7;10;102;5;4;2;1;3;5;3;1;24;5;1;2;0;3;2;4;2;19;1;1;2;0;1;3;0;1;9;0;0;1;0;0;1;0;1;3;2;0;1;2;1;2;0;3;11;1;2;3;1;0;0;0;0;7;2006
14270;0;COL  GOB CONCHA Y SALVATIERRA; ;0;5;5501;QUILLOTA;3;0;110;19;14;27;19;23;26;16;17;161;23;22;34;26;17;40;23;22;207;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0;3;0;2;1;1;0;2;1;0;7;2006
14280;8;COLEGIO SAGRADA FAMILIA; ;486;5;5109;VINA DEL MAR;4;0;110;15;11;18;15;16;11;21;16;123;22;21;24;25;23;24;23;26;188;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;2;2006
14280;8;COLEGIO SAGRADA FAMILIA; ;486;5;5109;VINA DEL MAR;4;0;310;13;19;8;11;0;0;0;0;51;22;14;22;13;0;0;0;0;71;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2006
14281;6;LICEO OBISPO ANTONIO CASTRO; ;0;5;5101;VALPARAISO;3;0;310;22;24;21;16;0;0;0;0;83;13;10;8;15;0;0;0;0;46;7;0;0;0;0;0;0;0;7;0;2;1;0;0;0;0;0;3;1;1;0;0;0;0;0;0;2;3;0;1;0;0;0;0;0;4;0;1;1;0;0;0;0;0;2;0;0;1;0;0;0;0;0;1;2006
14284;0;LICEO RENE DESCARTES; ;0;5;5109;VINA DEL MAR;3;0;160;0;0;1;1;0;0;0;0;2;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
14284;0;LICEO RENE DESCARTES; ;0;5;5109;VINA DEL MAR;3;0;310;30;27;38;28;0;0;0;0;123;47;32;55;38;0;0;0;0;172;2;4;0;0;0;0;0;0;6;5;8;1;0;0;0;0;0;14;0;1;0;0;0;0;0;0;1;2;1;3;0;0;0;0;0;6;2;1;0;0;0;0;0;0;3;1;0;1;0;0;0;0;0;2;2006
14284;0;LICEO RENE DESCARTES; ;0;5;5109;VINA DEL MAR;3;0;361;2;0;4;0;0;0;0;0;6;4;0;3;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;2;0;0;0;0;0;7;2;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
14288;3;COLEGIO NUEVA PROVIDENCIA; ;40;5;5601;SAN ANTONIO;3;0;110;27;26;29;21;17;16;16;13;165;11;10;7;18;10;12;8;19;95;0;0;0;1;2;3;3;1;10;0;0;0;0;0;1;3;4;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;4;2;7;0;0;0;1;1;0;1;3;6;2006
14288;3;COLEGIO NUEVA PROVIDENCIA; ;40;5;5601;SAN ANTONIO;3;0;310;17;9;13;22;0;0;0;0;61;20;22;16;13;0;0;0;0;71;4;4;3;1;0;0;0;0;12;3;6;2;3;0;0;0;0;14;0;2;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;2;0;0;1;0;0;0;0;3;2006
14289;1;ESCUELA DE PARVULOS ADVENTISTA; ;63;5;5502;CALERA;3;0;110;18;14;12;21;16;21;17;9;128;13;15;19;20;14;9;8;19;117;0;3;2;0;0;1;0;0;6;0;0;0;0;0;0;2;0;2;1;0;0;0;0;1;1;0;3;0;0;0;0;0;0;1;0;1;1;0;1;0;2;1;0;0;5;0;1;0;0;0;0;0;0;1;2006
14292;1;"COLEGIO "" LOUIS LE GRAND"""; ; ;5;5109;VINA DEL MAR;4;0;360;6;2;0;1;0;0;0;0;9;1;1;1;1;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2006
14292;1;"COLEGIO "" LOUIS LE GRAND"""; ; ;5;5109;VINA DEL MAR;4;0;361;1;0;5;0;0;0;0;0;6;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
14296;4;ESCUELA BASICA LA FLORESTA; ;41;5;5601;SAN ANTONIO;2;1;110;0;0;0;0;1;1;0;0;2;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
14299;9;COLEGIO ADVENTISTA ANEXO; ;185;5;5106;QUILPUE;3;0;110;16;14;15;22;26;21;18;24;156;15;17;17;20;20;15;21;19;144;1;0;0;0;0;0;2;1;4;1;1;0;0;0;2;1;0;5;2;1;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;2006
14299;9;COLEGIO ADVENTISTA ANEXO; ;185;5;5106;QUILPUE;3;0;310;36;52;31;47;0;0;0;0;166;30;55;42;43;0;0;0;0;170;8;8;3;1;0;0;0;0;20;4;1;1;0;0;0;0;0;6;4;4;0;0;0;0;0;0;8;5;2;0;1;0;0;0;0;8;0;3;1;1;0;0;0;0;5;4;0;0;0;0;0;0;0;4;2006
14304;9;ESCUELA PART  ARBOLEDA; ;64;5;5502;CALERA;3;0;110;9;11;7;9;4;7;0;0;47;7;8;7;16;9;7;0;0;54;0;1;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;1;2006
14307;3;COLEGIO LATINOAMERICANO; ;0;5;5505;LIMACHE;3;0;110;2;3;1;4;6;10;16;13;55;3;6;1;3;4;5;6;10;38;2;2;1;0;0;1;2;0;8;1;0;0;0;0;0;1;3;5;0;0;0;0;0;1;8;0;9;0;0;0;0;0;0;1;1;2;2;1;2;0;0;0;1;1;7;0;0;0;0;1;0;1;0;2;2006
14307;3;COLEGIO LATINOAMERICANO; ;0;5;5505;LIMACHE;3;0;310;13;18;0;0;0;0;0;0;31;17;17;0;0;0;0;0;0;34;5;1;0;0;0;0;0;0;6;2;1;0;0;0;0;0;0;3;5;3;0;0;0;0;0;0;8;4;4;0;0;0;0;0;0;8;1;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2006
14307;3;COLEGIO LATINOAMERICANO; ;0;5;5505;LIMACHE;3;0;410;0;0;13;17;0;0;0;0;30;0;0;10;10;0;0;0;0;20;0;0;2;0;0;0;0;0;2;0;0;1;0;0;0;0;0;1;0;0;3;4;0;0;0;0;7;0;0;3;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
14308;1;COLEGIO ITALIANO SAN PEDRO; ;65;5;5501;QUILLOTA;3;0;110;16;13;12;8;11;13;11;5;89;10;17;15;22;7;14;11;10;106;2;0;2;0;0;2;2;0;8;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
14313;8;COLEGIO NUEVA ESPERANZA; ;0;5;5108;VILLA ALEMANA;3;0;110;17;21;24;19;23;17;16;19;156;23;19;18;22;21;25;22;16;166;0;0;0;0;0;0;2;0;2;1;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;1;4;0;0;0;1;0;0;1;1;3;2006
14314;6;COLEGIO THOMAS ALVA EDISON; ;490;5;5106;QUILPUE;3;0;110;14;16;22;15;7;18;18;21;131;27;19;13;19;28;21;26;24;177;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;3;0;0;0;0;0;0;0;0;0;2006
14314;6;COLEGIO THOMAS ALVA EDISON; ;490;5;5106;QUILPUE;3;0;310;19;17;16;6;0;0;0;0;58;12;27;19;13;0;0;0;0;71;2;0;1;0;0;0;0;0;3;2;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;1;0;0;0;0;0;0;3;2006
14315;4;COLEGIO VICTOR ANTONIO; ;497;5;5101;VALPARAISO;3;0;110;8;7;7;7;10;5;8;7;59;7;9;10;1;5;9;6;12;59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;2;0;1;0;0;0;0;0;1;2;2006
14315;4;COLEGIO VICTOR ANTONIO; ;497;5;5101;VALPARAISO;3;0;310;14;9;8;8;0;0;0;0;39;5;5;3;4;0;0;0;0;17;0;0;1;0;0;0;0;0;1;0;2;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;2006
14316;2;"COLEGIO "" EMANUEL"""; ;492;5;5109;VINA DEL MAR;3;0;110;10;7;11;6;10;8;13;12;77;4;1;2;1;4;6;6;7;31;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;2;0;0;0;0;0;0;0;1;1;2006
14316;2;"COLEGIO "" EMANUEL"""; ;492;5;5109;VINA DEL MAR;3;0;310;6;7;7;8;0;0;0;0;28;16;12;6;2;0;0;0;0;36;2;1;2;0;0;0;0;0;5;3;1;0;0;0;0;0;0;4;1;1;0;0;0;0;0;0;2;0;1;1;1;0;0;0;0;3;0;0;0;1;0;0;0;0;1;1;0;0;1;0;0;0;0;2;2006
14323;5;COLEGIO JOSEFINA MAGASICH ARZE; ;453;5;5109;VINA DEL MAR;3;0;110;20;13;12;15;16;9;0;0;85;15;14;15;13;9;10;0;0;76;0;1;0;0;2;1;0;0;4;1;1;1;0;1;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;2;0;0;0;0;1;0;0;0;1;2006
14324;3;COLEGIO WILLIAM JAMES; ;498;5;5109;VINA DEL MAR;4;0;110;0;0;0;2;2;0;2;1;7;1;0;0;0;0;1;2;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0;0;0;0;0;0;0;2006
14324;3;COLEGIO WILLIAM JAMES; ;498;5;5109;VINA DEL MAR;4;0;310;7;5;7;6;0;0;0;0;25;3;2;1;2;0;0;0;0;8;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2006
14328;6;LICEO PARROQUIAL SAN ANTONIO; ;0;5;5109;VINA DEL MAR;3;0;110;75;77;74;79;78;73;76;70;602;58;58;61;55;55;61;54;65;467;0;0;0;1;2;0;4;0;7;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;2;1;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;3;2006
14329;4;LICEO JOSE MANUEL BORGONO ANEXO; ;0;5;5404;PETORCA;2;1;163;0;2;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
14330;8;ESCUELA HOGAR ARTURO PRAT; ;501;5;5101;VALPARAISO;3;0;110;15;16;17;18;12;15;15;17;125;6;11;8;9;9;12;4;5;64;3;2;2;0;6;0;2;1;16;1;2;1;0;1;4;0;0;9;1;1;1;1;1;0;1;0;6;0;0;1;0;0;0;1;0;2;0;1;0;0;3;1;2;3;10;0;0;0;1;1;0;2;0;4;2006
14331;6;COLEGIO FRAY ANDRES; ;502;5;5103;CONCON;3;0;110;11;12;6;14;8;12;15;13;91;7;8;10;6;14;8;12;19;84;1;0;0;1;0;0;2;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2;0;0;0;0;0;1;0;0;1;1;0;1;0;1;0;0;0;3;2006
14332;4;ESCUELA PEHUEN; ;7;5;5402;CABILDO;3;0;110;9;10;8;10;12;6;3;12;70;11;13;9;6;10;11;11;9;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2006
14332;4;ESCUELA PEHUEN; ;7;5;5402;CABILDO;3;0;310;11;5;3;0;0;0;0;0;19;7;14;7;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
14334;0;COLEGIO CAPELLAN PASCAL; ;0;5;5109;VINA DEL MAR;4;0;110;33;36;41;45;41;38;49;64;347;30;35;43;34;33;44;37;45;301;0;0;1;1;0;0;1;1;4;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2;0;1;1;0;1;0;0;0;3;0;0;0;0;0;2;0;1;3;0;1;1;0;0;0;1;0;3;2006
14334;0;COLEGIO CAPELLAN PASCAL; ;0;5;5109;VINA DEL MAR;4;0;310;59;54;54;39;0;0;0;0;206;45;51;44;63;0;0;0;0;203;4;3;6;0;0;0;0;0;13;4;1;2;1;0;0;0;0;8;0;0;0;1;0;0;0;0;1;5;0;1;1;0;0;0;0;7;0;0;0;1;0;0;0;0;1;2;0;1;2;0;0;0;0;5;2006
14336;7;LIC TEC PROF OBISPO RAFAEL LIRA; ;0;5;5106;QUILPUE;3;0;310;12;25;0;0;0;0;0;0;37;40;44;0;0;0;0;0;0;84;7;4;0;0;0;0;0;0;11;7;5;0;0;0;0;0;0;12;6;0;0;0;0;0;0;0;6;3;1;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;2006
