AGNO;RBD;DV_RBD;NOM_RBD;COD_REG_RBD;COD_COM_RBD;NOM_COM_RBD;COD_DEPE;RURAL_RBD;COD_ENSE;APR_HOM_01;APR_HOM_02;APR_HOM_03;APR_HOM_04;APR_HOM_05;APR_HOM_06;APR_HOM_07;APR_HOM_08;APR_HOM_TO;APR_MUJ_01;APR_MUJ_02;APR_MUJ_03;APR_MUJ_04;APR_MUJ_05;APR_MUJ_06;APR_MUJ_07;APR_MUJ_08;APR_MUJ_TO;REP_HOM_01;REP_HOM_02;REP_HOM_03;REP_HOM_04;REP_HOM_05;REP_HOM_06;REP_HOM_07;REP_HOM_08;REP_HOM_TO;REP_MUJ_01;REP_MUJ_02;REP_MUJ_03;REP_MUJ_04;REP_MUJ_05;REP_MUJ_06;REP_MUJ_07;REP_MUJ_08;REP_MUJ_TO;RET_HOM_01;RET_HOM_02;RET_HOM_03;RET_HOM_04;RET_HOM_05;RET_HOM_06;RET_HOM_07;RET_HOM_08;RET_HOM_TO;RET_MUJ_01;RET_MUJ_02;RET_MUJ_03;RET_MUJ_04;RET_MUJ_05;RET_MUJ_06;RET_MUJ_07;RET_MUJ_08;RET_MUJ_TO;TRA_HOM_01;TRA_HOM_02;TRA_HOM_03;TRA_HOM_04;TRA_HOM_05;TRA_HOM_06;TRA_HOM_07;TRA_HOM_08;TRA_HOM_TO;TRA_MUJ_01;TRA_MUJ_02;TRA_MUJ_03;TRA_MUJ_04;TRA_MUJ_05;TRA_MUJ_06;TRA_MUJ_07;TRA_MUJ_08;TRA_MUJ_TO;SI_HOM_01;SI_HOM_02;SI_HOM_03;SI_HOM_04;SI_HOM_05;SI_HOM_06;SI_HOM_07;SI_HOM_08;SI_HOM_TO;SI_MUJ_01;SI_MUJ_02;SI_MUJ_03;SI_MUJ_04;SI_MUJ_05;SI_MUJ_06;SI_MUJ_07;SI_MUJ_08;SI_MUJ_TO
2012;1;9;LICEO POLITECNICO ARICA;15;15101;ARICA;2;0;463;0;0;1;3;0;0;0;0;4;0;0;9;6;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;4;4;0;0;0;0;8;0;0;10;9;0;0;0;0;19;0;0;1;2;0;0;0;0;3;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;1;9;LICEO POLITECNICO ARICA;15;15101;ARICA;2;0;510;50;81;118;139;0;0;0;0;388;16;40;2;4;0;0;0;0;62;10;10;6;10;0;0;0;0;36;5;14;0;0;0;0;0;0;19;30;24;26;21;0;0;0;0;101;16;14;1;0;0;0;0;0;31;22;17;39;16;0;0;0;0;94;11;11;7;1;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;1;9;LICEO POLITECNICO ARICA;15;15101;ARICA;2;0;563;16;0;21;40;0;0;0;0;77;14;0;1;3;0;0;0;0;18;7;0;12;6;0;0;0;0;25;2;0;0;0;0;0;0;0;2;35;0;65;14;0;0;0;0;114;27;0;0;1;0;0;0;0;28;10;0;15;2;0;0;0;0;27;5;0;2;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;1;9;LICEO POLITECNICO ARICA;15;15101;ARICA;2;0;610;0;0;5;5;0;0;0;0;10;0;0;70;79;0;0;0;0;149;0;0;0;2;0;0;0;0;2;0;0;11;6;0;0;0;0;17;0;0;1;3;0;0;0;0;4;0;0;11;7;0;0;0;0;18;0;0;4;2;0;0;0;0;6;0;0;22;11;0;0;0;0;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;1;9;LICEO POLITECNICO ARICA;15;15101;ARICA;2;0;663;0;0;1;2;0;0;0;0;3;0;0;52;53;0;0;0;0;105;0;0;1;1;0;0;0;0;2;0;0;1;2;0;0;0;0;3;0;0;4;1;0;0;0;0;5;0;0;65;22;0;0;0;0;87;0;0;1;0;0;0;0;0;1;0;0;9;2;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;1;9;LICEO POLITECNICO ARICA;15;15101;ARICA;2;0;863;0;0;2;2;0;0;0;0;4;0;0;7;5;0;0;0;0;12;0;0;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;2;0;0;5;1;0;0;0;0;6;0;0;4;3;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;3;5;ESC. PEDRO VICENTE GUTIERREZ TORRES;15;15101;ARICA;2;1;165;181;46;19;0;0;0;0;0;246;66;3;5;0;0;0;0;0;74;4;5;1;0;0;0;0;0;10;6;1;0;0;0;0;0;0;7;101;32;24;0;0;0;0;0;157;25;10;12;0;0;0;0;0;47;1;14;0;0;0;0;0;0;15;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;3;5;ESC. PEDRO VICENTE GUTIERREZ TORRES;15;15101;ARICA;2;1;167;0;51;21;0;0;0;0;0;72;0;14;8;0;0;0;0;0;22;0;0;5;0;0;0;0;0;5;0;1;1;0;0;0;0;0;2;0;26;36;0;0;0;0;0;62;0;11;13;0;0;0;0;0;24;0;6;0;0;0;0;0;0;6;0;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;4;3;LICEO OCTAVIO PALMA PEREZ;15;15101;ARICA;2;0;310;144;119;188;153;0;0;0;0;604;121;161;146;163;0;0;0;0;591;4;4;4;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;4;2;0;1;0;0;0;0;0;3;5;6;6;5;0;0;0;0;22;6;2;9;2;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;5;1;JOVINA NARANJO FERNANDEZ;15;15101;ARICA;2;0;110;10;19;9;13;8;18;30;48;155;15;14;7;6;14;18;29;38;141;0;2;0;0;0;0;0;0;2;0;0;0;1;0;0;1;0;2;0;1;0;2;1;1;0;0;5;0;1;1;0;0;2;1;0;5;0;0;4;0;1;0;0;3;8;3;0;2;1;1;2;4;4;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;5;1;JOVINA NARANJO FERNANDEZ;15;15101;ARICA;2;0;310;70;54;41;32;0;0;0;0;197;60;44;34;41;0;0;0;0;179;1;11;5;5;0;0;0;0;22;7;5;4;6;0;0;0;0;22;4;2;6;2;0;0;0;0;14;2;5;2;2;0;0;0;0;11;12;2;15;3;0;0;0;0;32;15;7;14;4;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;5;1;JOVINA NARANJO FERNANDEZ;15;15101;ARICA;2;0;363;12;0;31;0;0;0;0;0;43;9;0;21;0;0;0;0;0;30;3;0;12;0;0;0;0;0;15;3;0;9;0;0;0;0;0;12;22;0;26;0;0;0;0;0;48;15;0;9;0;0;0;0;0;24;4;0;10;0;0;0;0;0;14;4;0;5;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;7;8;L. POLI. ANTONIO VARAS DE LA BARRA;15;15101;ARICA;2;0;410;67;40;7;6;0;0;0;0;120;50;41;55;48;0;0;0;0;194;12;7;1;0;0;0;0;0;20;6;4;5;1;0;0;0;0;16;6;2;2;1;0;0;0;0;11;7;4;3;1;0;0;0;0;15;12;10;5;1;0;0;0;0;28;6;6;8;4;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;7;8;L. POLI. ANTONIO VARAS DE LA BARRA;15;15101;ARICA;2;0;510;49;39;94;73;0;0;0;0;255;34;24;4;6;0;0;0;0;68;9;2;2;5;0;0;0;0;18;5;1;0;0;0;0;0;0;6;2;1;2;2;0;0;0;0;7;4;3;0;0;0;0;0;0;7;7;3;13;4;0;0;0;0;27;5;1;3;2;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;7;8;L. POLI. ANTONIO VARAS DE LA BARRA;15;15101;ARICA;2;0;610;25;40;30;30;0;0;0;0;125;31;40;47;56;0;0;0;0;174;17;10;1;0;0;0;0;0;28;11;7;6;2;0;0;0;0;26;10;5;4;1;0;0;0;0;20;1;6;6;5;0;0;0;0;18;14;5;7;3;0;0;0;0;29;5;8;16;2;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;8;6;COLEGIO INTEGRADO EDUARDO FREI MONTALVA;15;15101;ARICA;2;0;110;17;13;17;21;28;20;21;25;162;13;5;17;12;13;12;19;32;123;2;2;0;0;3;1;2;6;16;1;0;0;0;0;1;4;0;6;3;2;0;0;5;0;1;4;15;3;0;0;0;0;0;1;0;4;3;7;0;1;1;3;3;5;23;2;0;1;0;2;2;1;7;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;8;6;COLEGIO INTEGRADO EDUARDO FREI MONTALVA;15;15101;ARICA;2;0;310;41;30;26;32;0;0;0;0;129;48;44;21;32;0;0;0;0;145;20;4;4;5;0;0;0;0;33;15;8;3;1;0;0;0;0;27;17;9;5;1;0;0;0;0;32;10;6;5;0;0;0;0;0;21;19;10;8;3;0;0;0;0;40;15;11;2;3;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;9;4;ESCUELA REPUBLICA DE ISRAEL;15;15101;ARICA;2;0;110;96;82;79;73;99;107;91;74;701;70;74;72;77;75;73;78;82;601;1;0;1;0;0;0;0;0;2;0;3;0;0;0;1;1;0;5;0;0;0;0;1;0;1;0;2;1;0;0;0;0;1;0;0;2;10;2;1;5;3;3;4;6;34;11;5;1;3;4;4;6;5;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;10;8;ESCUELA REPUBLICA DE FRANCIA;15;15101;ARICA;2;0;110;0;0;0;1;0;0;0;0;1;24;23;25;28;33;47;31;53;264;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;1;4;0;0;0;0;1;0;0;0;1;3;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;4;1;3;1;0;2;3;1;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;10;8;ESCUELA REPUBLICA DE FRANCIA;15;15101;ARICA;2;0;310;0;0;0;0;0;0;0;0;0;0;0;12;19;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;11;6;ESC. GRAL. PEDRO LAGOS MARCHANT;15;15101;ARICA;2;0;110;20;17;13;16;18;11;19;11;125;14;11;15;12;24;16;18;16;126;0;2;0;0;2;1;1;2;8;1;0;0;0;0;0;1;0;2;2;1;0;0;0;0;0;2;5;1;0;1;0;0;0;1;0;3;5;2;2;2;2;0;0;2;15;4;0;1;1;3;1;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;12;4;ESCUELA GRAL JOSE MIGUEL CARRERA;15;15101;ARICA;2;0;110;17;12;11;16;14;28;20;23;141;17;15;20;12;13;19;17;30;143;0;0;0;1;1;1;0;0;3;0;0;0;1;0;0;2;0;3;1;0;0;0;2;0;0;3;6;0;0;0;0;1;0;2;0;3;2;0;1;0;0;3;0;1;7;1;2;2;1;2;1;3;1;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;13;2;ESCUELA MANUEL RODRIGUEZ ERDOYZA;15;15101;ARICA;2;0;110;10;16;9;15;17;17;19;18;121;11;13;7;18;16;15;14;11;105;0;1;1;2;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;2;1;0;0;0;0;0;0;3;2;1;1;0;2;3;0;3;12;1;1;0;1;2;1;1;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;14;0;ESCUELA ROMULO J. PENA MATURANA;15;15101;ARICA;2;0;110;7;8;17;12;9;19;6;14;92;4;3;4;9;10;8;10;5;53;1;1;0;0;0;0;1;0;3;1;1;0;0;0;0;0;0;2;1;1;0;0;0;0;0;1;3;0;0;0;0;0;0;1;1;2;6;1;1;0;3;0;0;2;13;1;2;0;2;0;1;2;2;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;15;9;LICEO ARTISTICO DR. JUAN NOE CREVANI;15;15101;ARICA;2;0;110;0;0;0;0;0;0;32;34;66;0;0;0;0;0;0;16;30;46;0;0;0;0;0;0;2;6;8;0;0;0;0;0;0;2;1;3;0;0;0;0;0;0;1;3;4;0;0;0;0;0;0;1;2;3;0;0;0;0;0;0;8;16;24;0;0;0;0;0;0;4;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;15;9;LICEO ARTISTICO DR. JUAN NOE CREVANI;15;15101;ARICA;2;0;310;17;15;15;14;0;0;0;0;61;17;20;13;9;0;0;0;0;59;9;5;4;0;0;0;0;0;18;8;2;0;0;0;0;0;0;10;12;1;5;2;0;0;0;0;20;8;3;2;1;0;0;0;0;14;12;1;6;5;0;0;0;0;24;3;2;1;1;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;16;7;ESCUELA REGIMIENTO RANCAGUA;15;15101;ARICA;2;0;110;16;16;21;24;21;34;0;0;132;9;4;11;8;10;14;0;0;56;0;0;0;2;2;0;0;0;4;2;1;0;1;0;0;0;0;4;0;2;0;3;6;2;0;0;13;0;0;0;0;1;0;0;0;1;1;1;4;6;4;4;0;0;20;0;0;3;4;2;4;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;17;5;ESCUELA SUBTTE. LUIS CRUZ MARTINEZ;15;15101;ARICA;2;0;110;16;15;13;12;21;16;19;12;124;6;15;15;13;7;7;11;16;90;1;3;2;0;0;0;1;0;7;0;0;0;0;0;1;0;0;1;1;0;1;0;0;0;0;0;2;1;0;0;0;0;1;0;0;2;1;2;3;1;1;2;1;3;14;1;1;2;1;3;2;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;18;3;ESC. COMTE. JUAN JOSE SAN MARTIN;15;15101;ARICA;2;0;110;23;26;20;27;22;31;35;18;202;20;24;16;31;18;32;26;27;194;1;1;0;4;1;3;0;0;10;0;0;0;0;0;2;1;0;3;1;0;0;0;1;0;0;0;2;2;2;0;0;0;0;0;1;5;13;0;2;1;2;2;3;1;24;8;5;2;0;0;1;2;2;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;19;1;ESC. HUMBERTO VALENZUELA GARCIA;15;15101;ARICA;2;0;110;18;25;17;16;19;26;19;21;161;16;11;22;24;16;18;19;19;145;0;2;0;0;0;0;2;0;4;2;0;1;0;0;0;0;0;3;0;0;0;1;0;1;1;2;5;0;0;0;1;0;0;1;0;2;4;3;2;0;1;1;0;3;14;1;2;2;1;1;0;0;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;20;5;ESCUELA TUCAPEL;15;15101;ARICA;2;0;110;17;28;22;21;30;32;22;33;205;24;11;19;23;27;29;14;27;174;1;2;0;0;0;3;2;0;8;4;3;0;1;0;0;1;0;9;3;2;2;1;1;0;4;2;15;0;0;0;1;0;0;0;1;2;7;5;1;1;1;2;2;0;19;1;6;3;2;1;4;2;3;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;21;3;ESCUELA CARLOS GUIRAO MASSIF;15;15101;ARICA;2;0;110;10;8;8;8;4;8;9;12;67;8;8;9;5;6;4;8;5;53;1;0;0;0;1;0;0;0;2;0;0;0;0;0;1;0;0;1;0;1;0;4;0;0;1;0;6;0;1;0;0;1;0;2;3;7;1;3;4;1;3;1;0;1;14;4;2;0;1;0;1;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;22;1;ESCUELA GABRIELA MISTRAL;15;15101;ARICA;2;0;110;45;49;46;56;60;53;62;46;417;50;50;26;56;39;62;53;51;387;3;1;3;0;5;0;3;2;17;1;1;0;1;5;0;0;0;8;1;0;0;0;1;1;1;3;7;0;1;0;0;1;0;1;4;7;9;6;0;3;5;3;2;5;33;8;7;4;3;5;3;4;1;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;25;6;ESCUELA CENTENARIO;15;15101;ARICA;2;0;110;25;18;14;21;24;26;27;26;181;15;21;18;26;21;27;25;34;187;0;0;0;0;2;0;1;0;3;1;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;1;3;0;0;0;0;0;0;0;1;1;4;3;3;0;2;3;1;1;17;5;1;3;4;2;4;3;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;26;4;ESCUELA REPUBLICA DE ARGENTINA;15;15101;ARICA;2;0;110;10;11;5;12;15;13;11;16;93;7;12;10;13;8;10;12;15;87;2;1;2;0;0;1;3;0;9;0;0;1;0;1;0;0;0;2;1;1;1;0;0;1;1;0;5;0;0;1;0;0;0;1;1;3;0;1;2;1;0;1;1;0;6;0;2;0;0;1;0;2;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;27;2;ESCUELA ESMERALDA;15;15101;ARICA;2;0;110;11;12;13;17;11;17;16;26;123;9;8;11;5;9;6;11;8;67;0;3;0;0;0;1;0;0;4;0;1;0;0;0;0;0;1;2;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;6;4;2;2;5;3;1;0;23;1;1;0;1;2;1;5;2;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;28;0;ESCUELA RICARDO SILVA ARRIAGADA;15;15101;ARICA;2;0;110;8;6;9;15;13;17;25;16;109;21;12;18;11;13;14;19;17;125;1;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;2;1;1;0;7;1;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;28;0;ESCUELA RICARDO SILVA ARRIAGADA;15;15101;ARICA;2;0;165;2;6;27;0;0;0;0;0;35;4;7;12;0;0;0;0;0;23;3;6;11;0;0;0;0;0;20;3;5;8;0;0;0;0;0;16;5;17;16;0;0;0;0;0;38;3;6;12;0;0;0;0;0;21;0;1;4;0;0;0;0;0;5;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;28;0;ESCUELA RICARDO SILVA ARRIAGADA;15;15101;ARICA;2;0;363;19;0;89;0;0;0;0;0;108;19;0;33;0;0;0;0;0;52;53;0;46;0;0;0;0;0;99;39;0;9;0;0;0;0;0;48;28;0;29;0;0;0;0;0;57;32;0;27;0;0;0;0;0;59;12;0;6;0;0;0;0;0;18;14;0;8;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;29;9;ESCUELA AMERICA;15;15101;ARICA;2;0;110;31;24;35;28;24;28;20;30;220;24;21;21;21;15;24;25;28;179;2;2;0;0;0;5;8;4;21;1;2;1;1;0;1;2;1;9;4;2;2;1;3;0;1;3;16;3;0;0;0;0;1;1;0;5;3;1;1;2;15;3;2;2;29;3;2;1;0;8;1;2;2;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;31;0;ESCUELA DARIO SALAS DIAZ;15;15101;ARICA;2;1;110;18;26;17;14;15;25;13;17;145;22;15;17;17;22;16;10;20;139;4;2;5;0;1;0;0;0;12;1;1;0;0;0;0;0;0;2;0;1;0;1;1;1;0;1;5;0;0;0;0;1;1;1;1;4;1;2;1;0;0;0;1;1;6;2;1;0;0;0;0;1;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;32;9;LICEO AGRICOLA JOSE ABELARDO NUNEZ M.;15;15101;ARICA;2;1;110;14;28;18;22;15;21;13;16;147;19;22;17;15;13;14;15;15;130;5;1;1;0;1;1;0;0;9;0;0;0;0;0;1;0;0;1;3;1;0;1;1;0;0;0;6;1;2;1;0;0;1;0;1;6;1;2;0;0;0;0;0;0;3;1;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;32;9;LICEO AGRICOLA JOSE ABELARDO NUNEZ M.;15;15101;ARICA;2;1;610;0;0;0;6;0;0;0;0;6;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;32;9;LICEO AGRICOLA JOSE ABELARDO NUNEZ M.;15;15101;ARICA;2;1;710;19;18;12;4;0;0;0;0;53;14;7;9;5;0;0;0;0;35;1;1;0;0;0;0;0;0;2;1;1;1;0;0;0;0;0;3;3;1;0;0;0;0;0;0;4;4;0;4;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;33;7;ESCUELA CARLOS CONDELL DE LA HAZA;15;15101;ARICA;2;1;110;7;9;11;14;9;7;8;14;79;9;5;11;8;10;7;12;9;71;0;0;0;0;1;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;35;3;ESCUELA GRAL. MANUEL BAQUEDANO;15;15101;ARICA;2;1;110;6;10;3;3;5;6;0;0;33;5;3;3;4;3;4;0;0;22;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;36;1;ESCUELA IGNACIO CARRERA PINTO;15;15101;ARICA;2;1;110;19;9;21;9;15;18;17;16;124;24;12;15;14;24;10;14;19;132;0;1;1;3;0;0;2;0;7;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;38;8;ESCUELA ESPAÑA;15;15101;ARICA;2;1;110;27;16;20;17;16;12;18;17;143;21;22;16;16;14;21;16;14;140;2;3;0;0;1;0;0;0;6;2;3;0;0;0;0;0;0;5;1;2;1;0;0;0;0;0;4;1;2;0;2;0;1;0;0;6;1;0;1;0;0;2;0;0;4;3;0;1;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;39;6;ESCUELA PAMPA ALGODONAL;15;15101;ARICA;2;1;110;2;4;1;4;2;2;0;0;15;1;6;5;2;1;3;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;41;8;ESCUELA VALLE DE CHACA;15;15101;ARICA;2;1;110;2;1;1;1;1;1;0;0;7;2;2;2;0;1;2;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;1;0;0;0;0;5;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;42;6;ESCUELA MOLINOS LLUTA;15;15101;ARICA;2;1;110;0;1;1;2;0;0;0;0;4;0;1;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;45;0;COLEGIO ITALIANO SANTA ANA;15;15101;ARICA;3;0;110;1;0;0;0;0;0;0;0;1;68;81;75;76;72;73;78;61;584;0;0;0;0;0;0;0;0;0;0;1;1;0;2;3;4;11;22;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;3;0;0;0;0;0;0;0;0;0;7;4;3;4;7;4;3;2;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;45;0;COLEGIO ITALIANO SANTA ANA;15;15101;ARICA;3;0;310;0;0;0;0;0;0;0;0;0;55;63;73;56;0;0;0;0;247;0;0;0;0;0;0;0;0;0;10;9;2;1;0;0;0;0;22;0;0;0;0;0;0;0;0;0;4;3;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;3;1;1;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;50;7;COLEGIO ADVENTISTA DE ARICA;15;15101;ARICA;3;0;110;22;23;32;25;21;29;29;32;213;16;19;36;22;25;16;33;39;206;2;1;2;0;0;0;0;0;5;0;0;0;0;0;0;1;1;2;1;0;0;0;0;0;2;0;3;1;0;1;0;0;0;0;0;2;0;2;0;0;0;1;1;0;4;0;0;1;0;0;0;2;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;50;7;COLEGIO ADVENTISTA DE ARICA;15;15101;ARICA;3;0;310;22;21;19;19;0;0;0;0;81;25;24;18;23;0;0;0;0;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;51;5;ESCUELA PARTICULAR REPÚBLICA DEL ECUADOR;15;15101;ARICA;3;1;110;1;2;2;2;0;1;0;0;8;2;1;1;1;2;1;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;52;3;LICEO DOMINGO SANTA MARIA;15;15101;ARICA;3;0;110;80;125;107;99;120;117;125;123;896;107;99;120;105;146;129;130;126;962;3;4;2;0;0;0;11;1;21;3;3;1;0;0;3;2;3;15;3;1;0;1;0;3;0;3;11;2;0;1;0;0;0;1;2;6;22;10;13;5;6;4;5;8;73;24;9;7;4;7;3;5;7;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
